"author","normalized_author","deterministic_author","fuzzy_author","fuzzy_author_score","distilbert_author","distilbert_author_score"
"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D","seneca lucius annaeus ca 4 bc65 ad","","","0.0","seneca, lucius annaeus, approximately 4 b.c.-65 a.d.","0.9999165534973145"
"Statius, P. Papinius","statius p papinius","","","0.0","statius, p. papinius (publius papinius)","0.9999499320983888"
"Sannazaro, Jacopo, 1458-1530","sannazaro jacopo 14581530","","","0.0","sannazaro, jacopo","0.9999953508377076"
"Newton, Isaac, Sir, 1642-1727","newton isaac sir 16421727","","","0.0","newton, isaac","0.9999912977218628"
"Quintilian","quintilian","","","0.0","quintilian","0.9999840259552002"
"Martial","martial","","","0.0","martial","0.9999687671661376"
"Ambrose, Saint, Bishop of Milan, -397","ambrose saint bishop of milan 397","","","0.0","ambrose, saint, bishop of milan","0.9999558925628662"
"Cassian, John, approximately 360-approximately 435","cassian john approximately 360approximately 435","","","0.0","cassian, john","0.9999475479125975"
"Döring, F. W. 1757-1837","doring f w 17571837","","","0.0","döring, f. w. (friedrich wilhelm), 1757-1837","0.9998956918716432"
"Propertius, Sextus","propertius sextus","","","0.0","propertius, sextus","0.9996498823165894"
"Wycliffe, John, d. 1384.","wycliffe john d 1384","","","0.0","wycliffe, john, -1384","0.999988317489624"
"Fortunatus, Venantius Honorius Clementianus, approximately 540-approximately 600","fortunatus venantius honorius clementianus approximately 540approximately 600","","","0.0","fortunatus, venantius honorius clementianus","0.999992609024048"
"Avitus, Saint, Bishop of Vienne.","avitus saint bishop of vienne","","","0.0","avitus, saint, bishop of vienne","0.9997851252555848"
"Ovid, 43 B.C.-17 or 18 A.D.","ovid 43 bc17 or 18 ad","","","0.0","ovid, 43 b.c.-17 a.d. or 18 a.d.","0.9999898672103882"
"Varro, Marcus Terentius.","varro marcus terentius","","","0.0","varro, marcus terentius","0.9999778270721436"
"Ovid, 43 B.C.-17 or 18 A.D.","ovid 43 bc17 or 18 ad","","","0.0","ovid, 43 b.c.-17 a.d. or 18 a.d.","0.9999898672103882"
"Caesar, Julius","caesar julius","","","0.0","caesar, julius","0.9999862909317015"
"Quintilian.","quintilian","","","0.0","quintilian","0.9999827146530152"
"Catullus, Gaius Valerius.","catullus gaius valerius","","","0.0","catullus, gaius valerius","0.9999910593032836"
"Catullus, Gaius Valerius.","catullus gaius valerius","","","0.0","catullus, gaius valerius","0.9999910593032836"
"Pascoli, Giovanni, 1855-1912.","pascoli giovanni 18551912","","","0.0","pascoli, giovanni","0.9999706745147704"
"Pascoli, Giovanni, 1855-1912.","pascoli giovanni 18551912","","","0.0","pascoli, giovanni","0.9999706745147704"
"Pascoli, Giovanni, 1855-1912.","pascoli giovanni 18551912","","","0.0","pascoli, giovanni","0.9999706745147704"
"Pascoli, Giovanni, 1855-1912.","pascoli giovanni 18551912","","","0.0","pascoli, giovanni","0.9999706745147704"
"Jüttner, Hugo, b. 1871.","juttner hugo b 1871","","","0.0","laemmer, hugo, 1835-1918","0.9999371767044068"
"Apuleius.","apuleius","","","0.0","apuleius","0.9999918937683104"
"Phaedrus.","phaedrus","","","0.0","phaedrus","0.999994158744812"
"Hirtius, Aulus.","hirtius aulus","","","0.0","hirtius, aulus","0.9999164342880248"
"Caesar, Julius.","caesar julius","","","0.0","caesar, julius","0.9999878406524658"
"Quintilian.","quintilian","","","0.0","quintilian","0.9999827146530152"
"Ausonius, Decimus Magnus.","ausonius decimus magnus","","","0.0","ausonius, decimus magnus","0.999990940093994"
"Gregory I, Pope, approximately 540-604.","gregory i pope approximately 540604","","","0.0","gregory i, pope","0.9996540546417236"
"Ammianus Marcellinus.","ammianus marcellinus","","","0.0","ammianus marcellinus","0.9999758005142212"
"Isidore, of Seville, Saint, -636.","isidore of seville saint 636","","","0.0","isidore, of seville, saint","0.9999971389770508"
"Quintilian.","quintilian","","","0.0","quintilian","0.9999827146530152"
"Hugh, of Saint-Victor, 1096?-1141.","hugh of saintvictor 10961141","","","0.0","hugh, of saint-victor, 1096?-1141","0.9999067783355712"
"Jacoby, Edgar, 1883-","jacoby edgar 1883","","","0.0","jacoby, carolus, 1849-1939","0.9996224641799928"
"Richter, Carolus.","richter carolus","","","0.0","richter, gustav, 1838-1904","0.9999746084213256"
"Phaedrus.","phaedrus","","","0.0","phaedrus","0.999994158744812"
"Nithard, d. 844?","nithard d 844","","","0.0","nithard, -844?","0.9999788999557496"
"Walahfrid Strabo, 807?-849.","walahfrid strabo 807849","","","0.0","walahfrid strabo, 807?-849","0.99999737739563"
"Wyttenbach, Daniel, 1746-1820.","wyttenbach daniel 17461820","","","0.0","wyttenbach, daniel albert, 1746-1820","0.9998306035995485"
"Ovid, 43 B.C.-17 or 18 A.D.","ovid 43 bc17 or 18 ad","","","0.0","ovid, 43 b.c.-17 a.d. or 18 a.d.","0.9999898672103882"
"Ovid, 43 B.C.-17 or 18 A.D.","ovid 43 bc17 or 18 ad","","","0.0","ovid, 43 b.c.-17 a.d. or 18 a.d.","0.9999898672103882"
"Ovid, 43 B.C.-17 or 18 A.D.","ovid 43 bc17 or 18 ad","","","0.0","ovid, 43 b.c.-17 a.d. or 18 a.d.","0.9999898672103882"
"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.","seneca lucius annaeus ca 4 bc65 ad","","","0.0","seneca, lucius annaeus, approximately 4 b.c.-65 a.d.","0.9999287128448486"
"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.","seneca lucius annaeus ca 4 bc65 ad","","","0.0","seneca, lucius annaeus, approximately 4 b.c.-65 a.d.","0.9999287128448486"
"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.","seneca lucius annaeus ca 4 bc65 ad","","","0.0","seneca, lucius annaeus, approximately 4 b.c.-65 a.d.","0.9999287128448486"
"Phaedrus.","phaedrus","","","0.0","phaedrus","0.999994158744812"
"Hamm, Joseph.","hamm joseph","","","0.0","hamman, a.-g. (adalbert-g.), 1910-2000","0.9997963309288024"
"Porphyrius, Publilius Optatianus.","porphyrius publilius optatianus","","","0.0","porfyrius, p. optatianus","0.9999884366989136"
"Propertius, Sextus.","propertius sextus","","","0.0","propertius, sextus","0.9996812343597412"
"Sannazaro, Jacopo, 1458-1530.","sannazaro jacopo 14581530","","","0.0","sannazaro, jacopo","0.9999953508377076"
"Bonizo, Bp. of Sutri, ca.1045-ca.1096.","bonizo bp of sutri ca1045ca1096","","","0.0","bonizo, of sutri","0.9999675750732422"
"Statius, P. Papinius","statius p papinius","","","0.0","statius, p. papinius (publius papinius)","0.9999499320983888"
"Valerius Flaccus, Gaius, active 1st century.","valerius flaccus gaius active 1st century","","","0.0","valerius flaccus, gaius","0.9999948740005492"
"Apuleius.","apuleius","","","0.0","apuleius","0.9999918937683104"
"Catullus, Gaius Valerius.","catullus gaius valerius","","","0.0","catullus, gaius valerius","0.9999910593032836"
"Propertius, Sextus.","propertius sextus","","","0.0","propertius, sextus","0.9996812343597412"
"Nivardus, active 12th century.","nivardus active 12th century","","","0.0","nivardus","0.9999560117721558"
"Apuleius.","apuleius","","","0.0","apuleius","0.9999918937683104"
"Cato, Marcus Porcius, 234-149 B.C.","cato marcus porcius 234149 bc","","","0.0","cato, marcus porcius","0.9999052286148072"
"Quintilian.","quintilian","","","0.0","quintilian","0.9999827146530152"
"Ovid, 43 B.C.-17 or 18 A.D.","ovid 43 bc17 or 18 ad","","","0.0","ovid, 43 b.c.-17 a.d. or 18 a.d.","0.9999898672103882"
"Quintilian.","quintilian","","","0.0","quintilian","0.9999827146530152"
"Caesar, Julius.","caesar julius","","","0.0","caesar, julius","0.9999878406524658"
"Quintilian.","quintilian","","","0.0","quintilian","0.9999827146530152"
"Caesar, Julius.","caesar julius","","","0.0","caesar, julius","0.9999878406524658"
"Catullus, Gaius Valerius.","catullus gaius valerius","","","0.0","catullus, gaius valerius","0.9999910593032836"
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","seneca lucius annaeus approximately 4 bc65 ad","","","0.0","seneca, lucius annaeus, approximately 4 b.c.-65 a.d.","0.9999599456787108"
"Catullus, Gaius Valerius.","catullus gaius valerius","","","0.0","catullus, gaius valerius","0.9999910593032836"
"Ambrose, Saint, Bishop of Milan, -397.","ambrose saint bishop of milan 397","","","0.0","ambrose, saint, bishop of milan","0.9999535083770752"
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","seneca lucius annaeus approximately 4 bc65 ad","","","0.0","seneca, lucius annaeus, approximately 4 b.c.-65 a.d.","0.9999599456787108"
"Caesar, Julius.","caesar julius","","","0.0","caesar, julius","0.9999878406524658"
"Ausonius, Decimus Magnus.","ausonius decimus magnus","","","0.0","ausonius, decimus magnus","0.999990940093994"
"Statius, P. Papinius","statius p papinius","","","0.0","statius, p. papinius (publius papinius)","0.9999499320983888"
"Alcuin, 735-804.","alcuin 735804","","","0.0","alcuin, 735-804","0.9999831914901732"
"Vitruvius Pollio.","vitruvius pollio","","","0.0","vitruvius pollio","0.9999804496765136"
"Propertius, Sextus.","propertius sextus","","","0.0","propertius, sextus","0.9996812343597412"
"Propertius, Sextus.","propertius sextus","","","0.0","propertius, sextus","0.9996812343597412"
"Vitruvius Pollio.","vitruvius pollio","","","0.0","vitruvius pollio","0.9999804496765136"
"Caesar, Julius.","caesar julius","","","0.0","caesar, julius","0.9999878406524658"
"Melanchthon, Philipp, 1497-1560.","melanchthon philipp 14971560","","","0.0","melancthon, philipp","0.9999969005584716"
"Giles, of Rome, Archbishop of Bourges, ca. 1243-1316.","giles of rome archbishop of bourges ca 12431316","","","0.0","giles, of rome, archbishop of bourges, approximately 1243-1316","0.9999845027923584"
"Catullus, Gaius Valerius.","catullus gaius valerius","","","0.0","catullus, gaius valerius","0.9999910593032836"
"Caesar, Julius.","caesar julius","","","0.0","caesar, julius","0.9999878406524658"
"Meyer, Ernst H. F. 1791-1858.","meyer ernst h f 17911858","","","0.0","meyer, wilhelm, 1845-1917","0.9999557733535768"
"Phaedrus.","phaedrus","","","0.0","phaedrus","0.999994158744812"
"Quintiliano, Marco Fabio.","quintiliano marco fabio","","","0.0","quintilian","0.9999221563339232"
"Rhasis, Mohammed.","rhasis mohammed","","","0.0","rāzī, abū bakr muḥammad ibn zakarīyā, 865?-925?","0.9997143149375916"
"Propercio, Sexto Aurelio, ca. 50-ca. 15 a. C.","propercio sexto aurelio ca 50ca 15 a c","","","0.0","propertius, sextus","0.9998433589935304"
"Paracelso.","paracelso","","","0.0","paracelsus, 1493-1541","0.9999655485153198"
"Paracelso","paracelso","","","0.0","paracelsus, 1493-1541","0.9999734163284302"
"Paracelso","paracelso","","","0.0","paracelsus, 1493-1541","0.9999734163284302"
"Tesauro da Corneto, Camillo","tesauro da corneto camillo","","","0.0","tesauro, emanuele, conte, 1592-1675","0.999589741230011"
"Alciati, Andrea.","alciati andrea","","","0.0","alciati, andrea, 1492-1550","0.9999825954437256"
"Ubaldi, Baldo degli.","ubaldi baldo degli","","","0.0","ubaldi, baldo degli, 1327?-1400","0.999970316886902"
"Plinio Segundo, Cayo, 23-79 d.C.","plinio segundo cayo 2379 dc","","","0.0","pliny, the elder","0.9999651908874512"
"Mariana, Juan de, 1535-1624.","mariana juan de 15351624","","","0.0","mariana, juan de 1536-1624","0.9999951124191284"
"Cano, Melchor (O.P.) 1509-1560.","cano melchor op 15091560","","","0.0","cano, melchor, 1509?-1560","0.9999889135360718"
"Newton, Isaac, Sir, 1642-1727.","newton isaac sir 16421727","","","0.0","newton, isaac","0.999990701675415"
"Newton, Isaac, Sir, 1642-1727","newton isaac sir 16421727","","","0.0","newton, isaac","0.9999912977218628"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","ovidio nason publio 43 ac17 dc","","","0.0","ovid, 43 b.c.-17 a.d. or 18 a.d.","0.9999855756759644"
"Quintiliano, Marco Fabio.","quintiliano marco fabio","","","0.0","quintilian","0.9999221563339232"
"Buridan, Jean.","buridan jean","","","0.0","buridan, jean, 1300-1358","0.9999852180480956"
"Jerónimo, Santo, 342?-420","jeronimo santo 342420","","","0.0","jerome, saint, 419 or 420","0.9999656677246094"
"Apicio, Marco Gavio.","apicio marco gavio","","","0.0","apicius","0.9999583959579468"
"Nifo, Agostino.","nifo agostino","","","0.0","nifo, agostino, approximately 1473-1545?","0.9999680519104004"
"Marineo Siculo, Lucio.","marineo siculo lucio","","","0.0","marineo, lucio","0.9999890327453612"
"Lucano, Marco Anneo, 39-65","lucano marco anneo 3965","","","0.0","lucan","0.999980092048645"
"Bouelles, Charles de.","bouelles charles de","","","0.0","bovillus, carolus, 1479-1567","0.9999419450759888"
"Autpert, Ambrosio.","autpert ambrosio","","","0.0","ambrosius autpertus","0.9999955892562866"
"Isidoro, Santo, Arzobispo de Sevilla, 560-636","isidoro santo arzobispo de sevilla 560636","","","0.0","isidore, of seville, saint","0.9999971389770508"
"Nifo, Agostino.","nifo agostino","","","0.0","nifo, agostino, approximately 1473-1545?","0.9999680519104004"
"Leeuwenhoek, Antonius van","leeuwenhoek antonius van","","","0.0","leeuwen, j. van, jr. (jan van), 1850-1924","0.9997995495796204"
"Sanders, Nicholas, ca.1530-1581.","sanders nicholas ca15301581","","","0.0","sander, nicholas, 1530?-1581","0.9996881484985352"
"Benito, Santo, ca. 480-547","benito santo ca 480547","","","0.0","benedict, saint, abbot of monte cassino","0.9996606111526488"
"Sanders, Nicholas, ca.1530-1581.","sanders nicholas ca15301581","","","0.0","sander, nicholas, 1530?-1581","0.9996881484985352"
"Sanders, Nicholas, ca.1530-1581.","sanders nicholas ca15301581","","","0.0","sander, nicholas, 1530?-1581","0.9996881484985352"
"Maffei, Raffaele, 1451-1522.","maffei raffaele 14511522","","","0.0","maffei, giovanni pietro, 1536?-1603","0.999927282333374"
"Ramon Llull, Beato, 1232?-1315.","ramon llull beato 12321315","","","0.0","llull, ramon, 1232?-1316","0.999991774559021"
"Jerónimo, Santo, 342?-420","jeronimo santo 342420","","","0.0","jerome, saint, 419 or 420","0.9999656677246094"
"Justino, Marco Juniano","justino marco juniano","","","0.0","justinus, marcus junianus","0.999933123588562"
"Guitmundus, Arzobispo de Aversa.","guitmundus arzobispo de aversa","","","0.0","guitmond, of aversa","0.9998983144760132"
"Viperano, Giovanni Antonio","viperano giovanni antonio","","","0.0","viperano, giovanni antonio, 1535-1610","0.9999223947525024"
"Viperano, Giovanni Antonio","viperano giovanni antonio","","","0.0","viperano, giovanni antonio, 1535-1610","0.9999223947525024"
"Viperano, Giovanni Antonio","viperano giovanni antonio","","","0.0","viperano, giovanni antonio, 1535-1610","0.9999223947525024"
"Viperano, Giovanni Antonio","viperano giovanni antonio","","","0.0","viperano, giovanni antonio, 1535-1610","0.9999223947525024"
"Plinio Segundo, Cayo, 23-79 d.C.","plinio segundo cayo 2379 dc","","","0.0","pliny, the elder","0.9999651908874512"
"Plinio Segundo, Cayo, 23-79 d.C.","plinio segundo cayo 2379 dc","","","0.0","pliny, the elder","0.9999651908874512"
"Plinio Segundo, Cayo, 23-79 d.C.","plinio segundo cayo 2379 dc","","","0.0","pliny, the elder","0.9999651908874512"
"Plinio Segundo, Cayo, 23-79 d.C.","plinio segundo cayo 2379 dc","","","0.0","pliny, the elder","0.9999651908874512"
"Mela, Pomponio","mela pomponio","","","0.0","mela, pomponius","0.9999818801879884"
"Mela, Pomponio","mela pomponio","","","0.0","mela, pomponius","0.9999818801879884"
"Mela, Pomponio","mela pomponio","","","0.0","mela, pomponius","0.9999818801879884"
"Mela, Pomponio","mela pomponio","","","0.0","mela, pomponius","0.9999818801879884"
"Mela, Pomponio","mela pomponio","","","0.0","mela, pomponius","0.9999818801879884"
"Mela, Pomponio","mela pomponio","","","0.0","mela, pomponius","0.9999818801879884"
"Mela, Pomponio","mela pomponio","","","0.0","mela, pomponius","0.9999818801879884"
"Orosio, Paulo, n. 390?-m. 418?","orosio paulo n 390m 418","","","0.0","orosius, paulus","0.999974012374878"
"Kircher, Athanasius, 1601-1680","kircher athanasius 16011680","","","0.0","kircher, athanasius, 1602-1680","0.9999914169311525"
"Kircher, Athanasius, 1601-1680","kircher athanasius 16011680","","","0.0","kircher, athanasius, 1602-1680","0.9999914169311525"
"Mela, Pomponio","mela pomponio","","","0.0","mela, pomponius","0.9999818801879884"
"Virgilio, Polydoro, 1470?-1555.","virgilio polydoro 14701555","","","0.0","vergil, polydore, 1470?-1555","0.9999791383743286"
"Scaligero, Giulio Cesare.","scaligero giulio cesare","","","0.0","scaligero, giulio cesare","0.9999722242355348"
"Platina, Bartolomeo, 1421-1481.","platina bartolomeo 14211481","","","0.0","platina, 1421-1481","0.9999773502349854"
"León I, Papa, Santo, m. 461.","leon i papa santo m 461","","","0.0","leo i, pope","0.9999310970306396"
"Orosio, Paulo, n. 390?-m. 418?","orosio paulo n 390m 418","","","0.0","orosius, paulus","0.999974012374878"
"Linacre, Thomas.","linacre thomas","","","0.0","linacre, thomas, 1460-1524","0.9999958276748656"
"Próspero de Aquitania, Santo, 390?-455?","prospero de aquitania santo 390455","","","0.0","prosper, of aquitaine, saint","0.9998109936714172"
"Gesner, Konrad, 1516-1565.","gesner konrad 15161565","","","0.0","gessner, conrad, 1516-1565","0.9997809529304504"
"Gesner, Konrad, 1516-1565.","gesner konrad 15161565","","","0.0","gessner, conrad, 1516-1565","0.9997809529304504"
"Ubaldi, Baldo degli.","ubaldi baldo degli","","","0.0","ubaldi, baldo degli, 1327?-1400","0.999970316886902"
"Ambrosio, Santo, Obispo de Milán, 340-397.","ambrosio santo obispo de milan 340397","","","0.0","ambrose, saint, bishop of milan","0.9999781847000122"
"Orosio, Paulo , n. 390?-m. 418?","orosio paulo n 390m 418","","","0.0","orosius, paulus","0.999974012374878"
"Sanders, Nicholas, ca.1530-1581.","sanders nicholas ca15301581","","","0.0","sander, nicholas, 1530?-1581","0.9996881484985352"
"Pontano, Giovanni Gioviano, 1426-1503.","pontano giovanni gioviano 14261503","","","0.0","pontano, giovanni gioviano","0.9999619722366332"
"Ruperto de Deutz, Santo, 1070?-1129.","ruperto de deutz santo 10701129","","","0.0","rupert, of deutz","0.9999878406524658"
"Agobardo, Santo, 760-840.","agobardo santo 760840","","","0.0","agobard, saint","0.9999797344207764"
"Castellesi, Adriano.","castellesi adriano","","","0.0","castellesi, adriano, approximately 1461-","0.9998505115509032"
"Hessels, Johannes","hessels johannes","","","0.0","hesselius, franciscus, 1680-1746","0.9998657703399658"
"Beda, El Venerable, Santo, 673-735.","beda el venerable santo 673735","","","0.0","bede, the venerable, saint","0.999996542930603"
"Lee, Edward","lee edward","","","0.0","lee, edward, 1482?-1544","0.9999045133590698"
"Ruperto de Deutz, Santo, 1070?-1129.","ruperto de deutz santo 10701129","","","0.0","rupert, of deutz","0.9999878406524658"
"Bouelles, Charles de.","bouelles charles de","","","0.0","bovillus, carolus, 1479-1567","0.9999419450759888"
"Alfani, Francesco","alfani francesco","","","0.0","alfanus, saint","0.9999048709869384"
"Petrus Lombardus, Obispo de París, ca. 1100-1160.","petrus lombardus obispo de paris ca 11001160","","","0.0","peter lombard, bishop of paris","0.9999961853027344"
"Calcagnini, Celio","calcagnini celio","","","0.0","calcagnini, celio, 1479-1541","0.9999890327453612"
"Alvares, Manuel (S.I.), 1526-1583.","alvares manuel si 15261583","","","0.0","alvares, manuel, 1526-1583","0.999941349029541"
"Pontano, Giovanni Gioviano, 1426-1503.","pontano giovanni gioviano 14261503","","","0.0","pontano, giovanni gioviano","0.9999619722366332"
"Scaligero, Giulio Cesare.","scaligero giulio cesare","","","0.0","scaligero, giulio cesare","0.9999722242355348"
"Bouelles, Charles de","bouelles charles de","","","0.0","bovillus, carolus, 1479-1567","0.9999430179595948"
"Emili, Paolo.","emili paolo","","","0.0","emili, paolo, -1529","0.9999529123306274"
"Ruperto de Deutz, Santo, 1070?-1129.","ruperto de deutz santo 10701129","","","0.0","rupert, of deutz","0.9999878406524658"
"Ruperto de Deutz, Santo, 1070?-1129.","ruperto de deutz santo 10701129","","","0.0","rupert, of deutz","0.9999878406524658"
"Isidoro, Santo, Arzobispo de Sevilla, 560-636","isidoro santo arzobispo de sevilla 560636","","","0.0","isidore, of seville, saint","0.9999971389770508"
"Petrus Lombardus, Obispo de París, ca. 1100-1160.","petrus lombardus obispo de paris ca 11001160","","","0.0","peter lombard, bishop of paris","0.9999961853027344"
"Petrus Lombardus, Obispo de París, ca. 1100-1160.","petrus lombardus obispo de paris ca 11001160","","","0.0","peter lombard, bishop of paris","0.9999961853027344"
"Petrus Lombardus, Obispo de París, ca. 1100-1160.","petrus lombardus obispo de paris ca 11001160","","","0.0","peter lombard, bishop of paris","0.9999961853027344"
"Sidonio Apolinar, Santo, 431?-487?","sidonio apolinar santo 431487","","","0.0","sidonius apollinaris, saint, 431 or 432-approximately 487","0.9999799728393556"
"Buridan, Jean.","buridan jean","","","0.0","buridan, jean, 1300-1358","0.9999852180480956"
"Eulogio de Córdoba, Santo, m. 859.","eulogio de cordoba santo m 859","","","0.0","eulogius, of córdoba, saint","0.9997748732566832"
"Beda, Noel.","beda noel","","","0.0","bede, the venerable, saint","0.999854326248169"
"Orosio, Paulo, n. 390?-m. 418?","orosio paulo n 390m 418","","","0.0","orosius, paulus","0.999974012374878"
"Petrus Lombardus, Obispo de París, ca. 1100-1160","petrus lombardus obispo de paris ca 11001160","","","0.0","peter lombard, bishop of paris","0.9999966621398926"
"Agricola, Rudolf, 1443?-1485.","agricola rudolf 14431485","","","0.0","agricola, rodolphus, 1443?-1485","0.999962568283081"
"Vitellio.","vitellio","","","0.0","vitelli, cornelio, active approximately 1490","0.9999245405197144"
"Meyer, Jacobus.","meyer jacobus","","","0.0","meyer, wilhelm, 1845-1917","0.9999350309371948"
"Platina, Bartolomeo, 1421-1481.","platina bartolomeo 14211481","","","0.0","platina, 1421-1481","0.9999773502349854"
"Isidoro, Santo, Arzobispo de Sevilla, 560-636.","isidoro santo arzobispo de sevilla 560636","","","0.0","isidore, of seville, saint","0.9999970197677612"
"Sigonio, Carlo.","sigonio carlo","","","0.0","sigonio, carlo, 1524?-1584","0.9999842643737792"
"Inocencio III, Papa, 1160-1216.","inocencio iii papa 11601216","","","0.0","innocent iii, pope, 1160 or 1161-1216","0.9999785423278807"
"Beda, El Venerable, Santo, 673-735.","beda el venerable santo 673735","","","0.0","bede, the venerable, saint","0.999996542930603"
"Cipriano, Santo, Obispo de Cartago, ca. 210-258.","cipriano santo obispo de cartago ca 210258","","","0.0","cyprian, saint, bishop of carthage","0.9999220371246338"
"Cipriano, Santo, Obispo de Cartago, ca. 210-258.","cipriano santo obispo de cartago ca 210258","","","0.0","cyprian, saint, bishop of carthage","0.9999220371246338"
"Gulielmus, Archiepiscopus Tyri.","gulielmus archiepiscopus tyri","","","0.0","william, of tyre, archbishop of tyre, approximately 1130-approximately 1190","0.9998031258583068"
"Lascaris, Constantino, 1434-1501?","lascaris constantino 14341501","","","0.0","lascaris, janus, 1445?-1535","0.999698281288147"
"Marbodus, Episcopus Rhedonensis.","marbodus episcopus rhedonensis","","","0.0","marbode, bishop of rennes, 1035?-1123","0.9999687671661376"
"Biondo, Flavio, 1388-1463","biondo flavio 13881463","","","0.0","biondo, flavio, 1392-1463","0.9999793767929076"
"Tácito, Cayo Cornelio.","tacito cayo cornelio","","","0.0","tacitus, cornelius","0.999953269958496"
"Giovio, Paolo, 1483-1552.","giovio paolo 14831552","","","0.0","giòvio, paolo 1483-1552","0.9999370574951172"
"Pierre de Blois, 1135-1204.","pierre de blois 11351204","","","0.0","peter, of blois, approximately 1135-approximately 1212","0.9999854564666748"
"Tácito, Cayo Cornelio.","tacito cayo cornelio","","","0.0","tacitus, cornelius","0.999953269958496"
"Sigonio, Carlo.","sigonio carlo","","","0.0","sigonio, carlo, 1524?-1584","0.9999842643737792"
"Berchorius, Petrus.","berchorius petrus","","","0.0","bersuire, pierre, approximately 1290-1362","0.9999914169311525"
"Decembrio, Angelo, ca. 1415-1462.","decembrio angelo ca 14151462","","","0.0","decembrio, angelo, approximately 1415-1462","0.9999853372573853"
"Berchorius, Petrus.","berchorius petrus","","","0.0","bersuire, pierre, approximately 1290-1362","0.9999914169311525"
"Baconthorpe, John, m.1346","baconthorpe john m1346","","","0.0","baconthorpe, john, -1346","0.9999836683273317"
"Livio, Tito, ca. 60-17 a. C.","livio tito ca 6017 a c","","","0.0","livy","0.9999704360961914"
"Lascaris, Constantino, 1434-1501?","lascaris constantino 14341501","","","0.0","lascaris, janus, 1445?-1535","0.999698281288147"
"Juan Duns Escoto, Beato, ca. 1266-1308","juan duns escoto beato ca 12661308","","","0.0","duns scotus, john, approximately 1266-1308","0.9999881982803344"
"Salviano de Marsella, ca. 390-ca. 484.","salviano de marsella ca 390ca 484","","","0.0","salvian, of marseilles","0.9999430179595948"
"Gaza, Theodorus, 1398-1475.","gaza theodorus 13981475","","","0.0","gazēs, theodōros, approximately 1400-approximately 1475","0.9999890327453612"
"Tácito, Cayo Cornelio.","tacito cayo cornelio","","","0.0","tacitus, cornelius","0.999953269958496"
"Scaligero, Giulio Cesare.","scaligero giulio cesare","","","0.0","scaligero, giulio cesare","0.9999722242355348"
"Nifo, Agostino","nifo agostino","","","0.0","nifo, agostino, approximately 1473-1545?","0.9999734163284302"
"Biondo, Flavio, 1388-1463.","biondo flavio 13881463","","","0.0","biondo, flavio, 1392-1463","0.9999790191650392"
"Alciati, Andrea.","alciati andrea","","","0.0","alciati, andrea, 1492-1550","0.9999825954437256"
"Aponius.","aponius","","","0.0","apponius","0.9999721050262452"
"Burchardus, Episcopus Wormaciensis","burchardus episcopus wormaciensis","","","0.0","burchard, bishop of worms","0.9999269247055054"
"Biel, Gabriel.","biel gabriel","","","0.0","biel, gabriel, -1495","0.9999910593032836"
"Biel, Gabriel.","biel gabriel","","","0.0","biel, gabriel, -1495","0.9999910593032836"
"Facio, Bartolomeo.","facio bartolomeo","","","0.0","facio, bartolomeo, -1457","0.9999455213546752"
"Gaza, Theodorus, 1398-1475.","gaza theodorus 13981475","","","0.0","gazēs, theodōros, approximately 1400-approximately 1475","0.9999890327453612"
"Burchardus, Episcopus Wormaciensis.","burchardus episcopus wormaciensis","","","0.0","burchard, bishop of worms","0.9999264478683472"
"Gracián Falconi, Juan.","gracian falconi juan","","","0.0","falcone, of benevento","0.9998629093170166"
"Sigonio, Carlo.","sigonio carlo","","","0.0","sigonio, carlo, 1524?-1584","0.9999842643737792"
"Mela, Pomponio.","mela pomponio","","","0.0","mela, pomponius","0.9999891519546508"
"Juan de Segovia, 1393-1458.","juan de segovia 13931458","","","0.0","segovia, juan de, 1393-1458","0.9999885559082032"
"Cano, Melchor (O.P.) 1509-1560.","cano melchor op 15091560","","","0.0","cano, melchor, 1509?-1560","0.9999889135360718"
"Nifo, Agostino.","nifo agostino","","","0.0","nifo, agostino, approximately 1473-1545?","0.9999680519104004"
"Nifo, Agostino.","nifo agostino","","","0.0","nifo, agostino, approximately 1473-1545?","0.9999680519104004"
"Platina, Bartolomeo, 1421-1481.","platina bartolomeo 14211481","","","0.0","platina, 1421-1481","0.9999773502349854"
"Vicente de Lerins, Santo, s.5.","vicente de lerins santo s5","","","0.0","vincent, of lérins, saint","0.9999487400054932"
"Milis, Nicolaus de.","milis nicolaus de","","","0.0","milis, joannes nicolaus, active 15th century","0.999916672706604"
"Petrus Lombardus, Obispo de París, ca. 1100-1160.","petrus lombardus obispo de paris ca 11001160","","","0.0","peter lombard, bishop of paris","0.9999961853027344"
"Ubaldi, Baldo degli.","ubaldi baldo degli","","","0.0","ubaldi, baldo degli, 1327?-1400","0.999970316886902"
"Bartolo da Sassoferrato","bartolo da sassoferrato","","","0.0","bartolo, of sassoferrato, 1313-1357","0.999964475631714"
