"author","normalized_author","deterministic_author","fuzzy_author","fuzzy_author_score","distilbert_author","distilbert_author_score"
"Dracontius, Blossius Aemilius, active 5th century.","dracontius blossius aemilius active 5th century","","","0.0","dracontius, blossius aemilius","0.9999605417251588"
"Ennius, Quintus.","ennius quintus","ennius, quintus","","0.0","ennius, quintus","0.9998934268951416"
"Haube, Oscar.","haube oscar","","","0.0","laemmer, hugo, 1835-1918","0.2257733792066574"
"Todd, F. A. 1880-1944.","todd f a 18801944","","","0.0","bullock, henry, -1526","0.8068116307258606"
"Hontheim, Johann Nikolaus von, 1701-1790.","hontheim johann nikolaus von 17011790","","","0.0","wachtler, hans","0.2065397948026657"
"Cunaeus, Petrus, 1586-1638.","cunaeus petrus 15861638","cunaeus, petrus, 1586-1638","","0.0","cunaeus, petrus, 1586-1638","0.9999911785125732"
"Gundling, Nicolaus Hieronymus, 1671-1729.","gundling nicolaus hieronymus 16711729","","","0.0","pinder, m. (moritz), 1807-1871","0.1528921574354171"
"Schrott, A. A.","schrott a a","","","0.0","schroeter, friedrich, -1746","0.8647640347480774"
"Schubert, Robert Julius.","schubert robert julius","","","0.0","rühl, franz, 1845-1916","0.311228334903717"
"Streng, Adolf Voldemar, 1852-1933.","streng adolf voldemar 18521933","","","0.0","stegmann, carl","0.6722123026847839"
"Uppenkamp, August.","uppenkamp august","","","0.0","pufendorf, samuel, freiherr von, 1632-1694","0.4486320912837982"
"Tempeltey, Eduard von, 1832-1919.","tempeltey eduard von 18321919","","","0.0","ziegler, konrat, 1884-1974","0.1966645270586013"
"Horace.","horace","horace","","0.0","horace","0.9999887943267822"
"Unknown","unknown","","","0.0","alan, of tewkesbury","0.1102700307965278"
"Titze, Franz Nicolaus.","titze franz nicolaus","","","0.0","stieröxel, istván, approximately 1485-1519","0.3406560719013214"
"Portus, Aemilius, 1550-1614 or 1615.","portus aemilius 15501614 or 1615","","","0.0","alanus, de insulis","0.2862364053726196"
"Apuleius.","apuleius","","","0.0","apuleius","0.9999918937683104"
"Curtius Rufus, Quintus.","curtius rufus quintus","curtius rufus, quintus","","0.0","curtius rufus, quintus","0.999497413635254"
"Curtius Rufus, Quintus.","curtius rufus quintus","curtius rufus, quintus","","0.0","curtius rufus, quintus","0.999497413635254"
"Horace.","horace","horace","","0.0","horace","0.9999887943267822"
"Persius.","persius","persius","","0.0","persius","0.9999924898147584"
"Pliny, the Younger","pliny the younger","pliny, the younger","","0.0","pliny, the younger","0.9999059438705444"
"Quintilian.","quintilian","","","0.0","quintilian","0.9999827146530152"
"Hirschig, Antonius, 1802-1871.","hirschig antonius 18021871","","","0.0","hannig, franz, 1873-","0.9510480165481568"
"Tacitus, Cornelius.","tacitus cornelius","tacitus, cornelius","","0.0","tacitus, cornelius","0.9999889135360718"
"Tacitus, Cornelius.","tacitus cornelius","tacitus, cornelius","","0.0","tacitus, cornelius","0.9999889135360718"
"Tacitus, Cornelius.","tacitus cornelius","tacitus, cornelius","","0.0","tacitus, cornelius","0.9999889135360718"
"Tacitus, Cornelius.","tacitus cornelius","tacitus, cornelius","","0.0","tacitus, cornelius","0.9999889135360718"
"Virgil.","virgil","virgil","","0.0","virgil","0.9998739957809448"
"Bripius, Josephus.","bripius josephus","","","0.0","jeep, justus wilhelm linde, 1799-1884","0.3295288383960724"
"Lanfranc, Archbishop of Canterbury, 1005?-1089.","lanfranc archbishop of canterbury 10051089","","","0.0","lanfranc, archbishop of canterbury","0.9999632835388184"
"Klausen, Rudolf Heinrich, 1807-1840.","klausen rudolf heinrich 18071840","","","0.0","schöll, rudolf, 1844-1893","0.7980411052703857"
"Fritze, Ernst, b. 1862.","fritze ernst b 1862","","","0.0","fritzsche, theodor, 1838-1903","0.9879159927368164"
"Gundermann, Gotthold, 1856-1921.","gundermann gotthold 18561921","gundermann, gotthold, 1856-1921","","0.0","gundermann, gotthold, 1856-1921","0.999985933303833"
"Lactantius, approximately 240-approximately 320.","lactantius approximately 240approximately 320","","","0.0","lactantius","0.999805510044098"
"Boettcher, Carl.","boettcher carl","","","0.0","bormann, albert, 1819-1882","0.4918763041496277"
"Livy.","livy","livy","","0.0","livy","0.9995575547218324"
"Lorentz, W.","lorentz w","","","0.0","türk, gustav, 1870-1914","0.4838448166847229"
"Kleine, Ottomar Friedrich.","kleine ottomar friedrich","","","0.0","günther, ottomar, 1836-1891","0.2869771122932434"
"Moczyński, Peter.","moczynski peter","","","0.0","mousouros, markos, approximately 1470-1517","0.3618095219135284"
"Lucas, Theodor.","lucas theodor","","","0.0","lucas, bishop of túy, -approximately 1249","0.9960296154022216"
"Lübbert, Eduard, 1830-1889.","lubbert eduard 18301889","","","0.0","wölfflin, eduard von, 1831-1908","0.9878365397453308"
"Lucilius, Gaius, approximately 180 B.C.-approximately 102 B.C.","lucilius gaius approximately 180 bcapproximately 102 bc","lucilius, gaius, approximately 180 b.c.-approximately 102 b.c.","","0.0","lucilius, gaius, approximately 180 b.c.-approximately 102 b.c.","0.9999730587005616"
"Lüdecke, Friederick.","ludecke friederick","","","0.0","friedlaender, ludwig, 1824-1909","0.961851179599762"
"Weller, G.","weller g","","","0.0","wimpheling, jakob, 1450-1528","0.3005665242671966"
"Paulinus, a S. Bartholomaeo, 1748-1806.","paulinus a s bartholomaeo 17481806","","","0.0","paulinus, of béziers","0.9563193917274476"
"Loccenius, Johan, 1598-1677.","loccenius johan 15981677","","","0.0","loeus, joannes","0.5480005145072937"
"Fabricius, Johann Albert, 1668-1736.","fabricius johann albert 16681736","fabricius, johann albert, 1668-1736","","0.0","fabricius, johann albert, 1668-1736","0.9999672174453736"
"Bodleian Library.","bodleian library","","","0.0","boethius, of dacia, active 13th century","0.4269348084926605"
"Schwabe, Ludwig von, 1835-1908.","schwabe ludwig von 18351908","","","0.0","scheibe, karl friedrich, 1812-1869","0.993855893611908"
"Quintilian.","quintilian","","","0.0","quintilian","0.9999827146530152"
"Tacitus, Cornelius.","tacitus cornelius","tacitus, cornelius","","0.0","tacitus, cornelius","0.9999889135360718"
"Léotardi, Honoré, -1660.","leotardi honore 1660","","","0.0","theodofrid, of corbie","0.2455112785100937"
"Passeri, Nicolo, 1585-1615.","passeri nicolo 15851615","","","0.0","passerat, jean","0.971668779850006"
"Lucan, 39-65.","lucan 3965","lucan","","0.0","lucan","0.9999825954437256"
"Eutropius, active 4th century.","eutropius active 4th century","eutropius, active 4th century","","0.0","eutropius, active 4th century","0.999993085861206"
"Horace.","horace","horace","","0.0","horace","0.9999887943267822"
"Cassian, John, approximately 360-approximately 435.","cassian john approximately 360approximately 435","","","0.0","cassian, john","0.9999316930770874"
"Einsiedler, Josephus Maria, b. 1870.","einsiedler josephus maria b 1870","","","0.0","eussner, adam, 1844-","0.4904186427593231"
"Franck, Hermann, 1802-1855.","franck hermann 18021855","","","0.0","dübner, fr. (friedrich), 1802-1867","0.4241653084754944"
"Spohn, Friedrich August Wilhelm, 1792-1824.","spohn friedrich august wilhelm 17921824","","","0.0","krohn, fritz, 1873-1941","0.8674729466438293"
"Schneider.","schneider","","","0.0","schneider, engelbert, 1857-1892","0.9997958540916444"
"Passow, Franz, 1786-1833.","passow franz 17861833","","","0.0","dübner, fr. (friedrich), 1802-1867","0.5579838156700134"
"Krahner, Leopold Heinrich.","krahner leopold heinrich","","","0.0","krahner, leopold, 1810-1884","0.9999370574951172"
"Rusch, Paul.","rusch paul","","","0.0","rusticus presbyter 5th century","0.3321106433868408"
"Wilmanns, August.","wilmanns august","","","0.0","caesar, l. julius (lucius julius), active 90 b.c.-43 b.c.","0.1591944396495819"
"Lommatzsch, Ernst, 1871-","lommatzsch ernst 1871","","","0.0","lommatzsch, ernst, 1871-1949","0.9999966621398926"
"Mallius, Theodorus.","mallius theodorus","","","0.0","mallius theodorus, flavius","0.9997372031211852"
"Fabricius, Johann Albert, 1668-1736.","fabricius johann albert 16681736","fabricius, johann albert, 1668-1736","","0.0","fabricius, johann albert, 1668-1736","0.9999672174453736"
"Balde, Jakob, 1604-1668.","balde jakob 16041668","balde, jakob","","0.0","balde, jakob","0.999935507774353"
"Cujas, Jacques, 1522-1590.","cujas jacques 15221590","","","0.0","nicholas, of cusa, cardinal, 1401-1464","0.6231101155281067"
"Lupus, of Ferrières, approximately 805-approximately 862.","lupus of ferrieres approximately 805approximately 862","","","0.0","lupus, of ferrières","0.9991716146469116"
"Meurs, Johannes van, 1579-1639.","meurs johannes van 15791639","meurs, johannes van, 1579-1639","","0.0","meurs, johannes van, 1579-1639","0.9999825954437256"
"Pacius, Justus","pacius justus","","","0.0","pacian, saint, bishop of barcelona","0.9876099824905396"
"Graswinckel, Theod. I. F., 1600-1666.","graswinckel theod i f 16001666","","","0.0","schubart, wilhelm, 1873-1960","0.5640210509300232"
"Voet, Paul, 1619-1667.","voet paul 16191667","","","0.0","vopiscus, flavius","0.2179514318704605"
"Muret, Marc-Antoine, 1526-1585.","muret marcantoine 15261585","muret, marc-antoine, 1526-1585","","0.0","muret, marc-antoine, 1526-1585","0.9999690055847168"
"Phaedrus.","phaedrus","","","0.0","phaedrus","0.999994158744812"
"Quintilian.","quintilian","","","0.0","quintilian","0.9999827146530152"
"Horace.","horace","horace","","0.0","horace","0.9999887943267822"
"Lachmann, Karl, 1793-1851.","lachmann karl 17931851","lachmann, karl, 1793-1851","","0.0","lachmann, karl, 1793-1851","0.9999970197677612"
"Krohn, Karl Wilhelm, 1862-","krohn karl wilhelm 1862","","","0.0","krohn, fritz, 1873-1941","0.9999567270278932"
"Gruner, Johann Friedrich, 1723-1778.","gruner johann friedrich 17231778","gruner, johann friedrich, 1723-1778","","0.0","gruner, johann friedrich, 1723-1778","0.999976396560669"
"Zander, Carl M. 1845-","zander carl m 1845","","","0.0","zacchaeus christianus","0.3367621600627899"
"Ḥillī, Ṣafī al-Dīn ʻAbd al-ʻAzīz ibn Sarāyā, 1278-","hilli safi aldin abd alaziz ibn saraya 1278","","","0.0","rāzī, abū bakr muḥammad ibn zakarīyā, 865?-925?","0.8731132745742798"
"Close, A. M.","close a m","","","0.0","peckham, john, -1292","0.539087176322937"
"Edwards, Walter Manoel.","edwards walter manoel","","","0.0","felix, active 8th century","0.1008609235286712"
"Haage, Eduard.","haage eduard","","","0.0","huygens, christiaan, 1629-1695","0.1878143101930618"
"Koldewey, Friedrich E.","koldewey friedrich e","","","0.0","seneca, lucius annaeus, approximately 55 b.c.-approximately 39 a.d.","0.2207760363817215"
"Friderici, Robert, 1888-1985.","friderici robert 18881985","","","0.0","des freux, andré, -1556","0.3092113733291626"
"Schubarth, Franz.","schubarth franz","","","0.0","schöpper, jacob, -1554","0.3363754153251648"
"Schuppius, Georg Philipp.","schuppius georg philipp","","","0.0","schöpper, jacob, -1554","0.7340693473815918"
"Sehrwald, Chr. Friedrich.","sehrwald chr friedrich","","","0.0","bähr, johann christian felix, 1798-1872","0.2387947142124176"
"Antonio, Nicolás, 1617-1684.","antonio nicolas 16171684","","","0.0","agustín, antonio, 1517-1586","0.4532643258571625"
"Unknown","unknown","","","0.0","alan, of tewkesbury","0.1102700307965278"
"Averani, Benedetto, 1645-1707.","averani benedetto 16451707","","","0.0","aventinus, johannes, 1477-1534","0.3220160007476806"
"Pérez, Antonio, 1583-1672.","perez antonio 15831672","","","0.0","albinovanus pedo","0.2329325675964355"
"Tonduti, Pierre François de, 1583-1669.","tonduti pierre francois de 15831669","","","0.0","dupuy, pierre, 1582-1651","0.5608685612678528"
"Valentin, Veit.","valentin veit","","","0.0","valentinus","0.9998495578765868"
"Ruiz de Moros, Pedro, d.1571.","ruiz de moros pedro d1571","","","0.0","more, thomas, saint","0.7531808018684387"
"Statius, P. Papinius","statius p papinius","","","0.0","statius, p. papinius (publius papinius)","0.9999499320983888"
"Tacitus, Cornelius.","tacitus cornelius","tacitus, cornelius","","0.0","tacitus, cornelius","0.9999889135360718"
"Apuleius.","apuleius","","","0.0","apuleius","0.9999918937683104"
"Pfanner, Tobias, 1641-1716.","pfanner tobias 16411716","","","0.0","pufendorf, samuel, freiherr von, 1632-1694","0.7242117524147034"
"Cicero, Marcus Tullius.","cicero marcus tullius","cicero, marcus tullius","","0.0","cicero, marcus tullius","0.9998855590820312"
"Livy.","livy","livy","","0.0","livy","0.9995575547218324"
"Meurs, Johannes van, 1579-1639.","meurs johannes van 15791639","meurs, johannes van, 1579-1639","","0.0","meurs, johannes van, 1579-1639","0.9999825954437256"
"Boecler, Johann Heinrich, 1611-1672.","boecler johann heinrich 16111672","","","0.0","boethius, of dacia, active 13th century","0.4376837313175201"
"Elster, Johann Christian.","elster johann christian","","","0.0","sabinus, georg, 1508-1560","0.2457791119813919"
"Jan, Ludwig von.","jan ludwig von","","","0.0","jan, ludwig von 1807-1869","0.9998620748519896"
"Schottmüller, Alfred.","schottmuller alfred","","","0.0","koeberlin, alfred","0.9997466206550598"
"Unger, Robert.","unger robert","","","0.0","brieger, adolf, 1832-1912","0.4287019670009613"
"Güthling, Carl Eduard.","guthling carl eduard","","","0.0","löwe, gustav, 1852-1883","0.2923937737941742"
"Herzog, Christian Gottlob, 1789-1868.","herzog christian gottlob 17891868","","","0.0","lenz, karl gotthold, 1763-1809","0.2167032808065414"
"Malina, Theodor.","malina theodor","","","0.0","morena, otto","0.0897105783224105"
"Schillbach, Carl Moritz Richard, b. 1827.","schillbach carl moritz richard b 1827","","","0.0","rossbach, august, 1823-1898","0.3159511387348175"
"Orosius, Paulus.","orosius paulus","","","0.0","orosius, paulus","0.9999889135360718"
"Eucherius, of Lyon, Saint, -449?","eucherius of lyon saint 449","eucherius, of lyon, saint","","0.0","eucherius, of lyon, saint","0.9999673366546632"
"Suetonius, ca. 69-ca. 122.","suetonius ca 69ca 122","suetonius, approximately 69-approximately 122","","0.0","suetonius, approximately 69-approximately 122","0.9999945163726808"
"Finetti, Giovanni Francesco.","finetti giovanni francesco","","","0.0","fiano, francesco da, -1421","0.6095581650733948"
"Selden, John, 1584-1654.","selden john 15841654","","","0.0","sunesen, anders, -1228","0.3494157493114471"
"Schömann, Georg Friedrich, 1793-1879.","schomann georg friedrich 17931879","schömann, georg friedrich, 1793-1879","","0.0","schömann, georg friedrich, 1793-1879","0.9995860457420348"
"Hefter, Adam.","hefter adam","","","0.0","adam, von bremen","0.1214537024497985"
"Suyūṭī, Muḥammad ibn Shihāb al-Dīn, 1413 or 1414-1475.","suyuti muhammad ibn shihab aldin 1413 or 14141475","","","0.0","rāzī, abū bakr muḥammad ibn zakarīyā, 865?-925?","0.9909855127334596"
"Servius, active 4th century.","servius active 4th century","servius, active 4th century","","0.0","servius, active 4th century","0.9999843835830688"
"Puteanus, Erycius, 1574-1646.","puteanus erycius 15741646","","","0.0","dupuy, jacques, 1591-1656","0.6000858545303345"
"L'Hermite, Daniel, 1584?-1613.","lhermite daniel 15841613","","","0.0","fabricius, georg, 1516-1571","0.2233656793832779"
"Noris, Enrico, 1631-1704.","noris enrico 16311704","","","0.0","notger, bishop of liège","0.2645236849784851"
"Osório, Jerónimo, 1506-1580.","osorio jeronimo 15061580","","","0.0","hosius, of córdoba","0.5847970843315125"
"Gouthière, Jacques, 1568-1638.","gouthiere jacques 15681638","","","0.0","raphelengius, franciscus, 1539-1597","0.2305922359228134"
"Peter, of Celle, Bishop of Chartres, approximately 1115-1183.","peter of celle bishop of chartres approximately 11151183","","","0.0","peter, of blois, approximately 1135-approximately 1212","0.5074192881584167"
"Serarius, Nikolaus, 1558-1609.","serarius nikolaus 15581609","","","0.0","stieröxel, istván, approximately 1485-1519","0.3336268365383148"
"Longolius, Christophorus, 1488-1522.","longolius christophorus 14881522","longolius, christophorus, 1488-1522","","0.0","longolius, christophorus, 1488-1522","0.999962568283081"
"Maggi, Girolamo, -1572.","maggi girolamo 1572","","","0.0","magliabechi, antonio, 1633-1714","0.5948255658149719"
"Unknown","unknown","","","0.0","alan, of tewkesbury","0.1102700307965278"
"Unverfärth, Joachim Martin.","unverfarth joachim martin","","","0.0","joachim, of fiore, approximately 1132-1202","0.3489995300769806"
"Copus, Joannes.","copus joannes","","","0.0","copernicus, nicolaus, 1473-1543","0.2488458007574081"
"Cujas, Jacques, 1522-1590","cujas jacques 15221590","","","0.0","nicholas, of cusa, cardinal, 1401-1464","0.6447233557701111"
"La Mothe le Vayer, Félix de, 1547-1625.","la mothe le vayer felix de 15471625","","","0.0","ménage, gilles, 1613-1692","0.5368667840957642"
"Lancisi, Giovanni Maria, 1654-1720.","lancisi giovanni maria 16541720","","","0.0","jacopone, da todi, 1230-1306","0.1292548030614853"
"Unknown","unknown","","","0.0","alan, of tewkesbury","0.1102700307965278"
"Pagenstecher, Johann Friedrich Wilhelm, 1686-1744?","pagenstecher johann friedrich wilhelm 16861744","","","0.0","eisenschmidt, christian friedrich, 1763-1827","0.7502261400222778"
"Pererius, Benedictus, 1535-1610.","pererius benedictus 15351610","","","0.0","peiresc, nicolas claude fabri de, 1580-1637","0.7376159429550171"
"Praetorius, Abdias, 1524-1573.","praetorius abdias 15241573","","","0.0","prammer, ignaz 18.. ?-19.. ?","0.6607957482337952"
"Mechovius, Guilielmus, fl. 1677.","mechovius guilielmus fl 1677","","","0.0","masen, jakob, 1606-1681","0.2002651989459991"
"Lemnius, Levinus, 1505-1568.","lemnius levinus 15051568","","","0.0","lygdamus","0.1818716377019882"
"Loeber, Christoph Heinrich, 1636-1705.","loeber christoph heinrich 16361705","","","0.0","hoche, richard gottfried, 1834-1906","0.3736635446548462"
"Matenesius, Johann Friedrich, -1621.","matenesius johann friedrich 1621","","","0.0","blass, friedrich, 1843-1907","0.2706415951251983"
"Widl, Adam, 1639-1710.","widl adam 16391710","","","0.0","widl, rufinus, 1731-1798","0.9989508390426636"
"Choppin, René, 1537-1606.","choppin rene 15371606","","","0.0","joannes, de sancto-geminiano, -approximately 1314","0.3182694315910339"
"Meurs, Johannes van, 1579-1639.","meurs johannes van 15791639","meurs, johannes van, 1579-1639","","0.0","meurs, johannes van, 1579-1639","0.9999825954437256"
"Feirabent, Stephanus.","feirabent stephanus","","","0.0","stephanus abbas 4. or 6th century","0.1299230009317398"
"Saumaise, Claude, 1588-1653.","saumaise claude 15881653","saumaise, claude, 1588-1653","","0.0","saumaise, claude, 1588-1653","0.9999384880065918"
"Cisner, Nicolaus, 1529-1583.","cisner nicolaus 15291583","","","0.0","wessner, paul, 1870-1933","0.9720051884651184"
"Ringelbergh, Joachim Sterck, 1499?-1536?","ringelbergh joachim sterck 14991536","","","0.0","schöpper, jacob, -1554","0.2856797873973846"
"Manasseh ben Israel, 1604-1657.","manasseh ben israel 16041657","","","0.0","benet, john (vicar of harlington)","0.2913039326667785"
"Clapmarius, Arnoldus, 1574-1604.","clapmarius arnoldus 15741604","","","0.0","marck, henricus hadrianus van der","0.2592324316501617"
"Osório, Jerónimo, 1506-1580.","osorio jeronimo 15061580","","","0.0","hosius, of córdoba","0.2820980548858642"
"Neuhusius, Edo, 1581-1638.","neuhusius edo 15811638","","","0.0","schottus, andreas, 1552-1629","0.1520912200212478"
"Mantova Benavides, Marco, 1489-1582.","mantova benavides marco 14891582","","","0.0","manuzio, aldo, 1449 or 1450-1515","0.1923344582319259"
"Busius, Paulus.","busius paulus","","","0.0","scribonius libo drusus, marcus, -16","0.3845668435096741"
"Natta, Marcus Antonius, d. 1568.","natta marcus antonius d 1568","","","0.0","sabellico, 1436?-1506","0.3392821252346039"
"Cordus, Euricius, 1484-1535.","cordus euricius 14841535","","","0.0","eumenius, of autun","0.5198521018028259"
"Winckler, Daniel, fl. 1623-1629.","winckler daniel fl 16231629","","","0.0","beckher, daniel, 1594-1655","0.5557124614715576"
"Schelhammer, Günther Christoph, 1649-1716.","schelhammer gunther christoph 16491716","","","0.0","hercher, rudolf, 1821-1878","0.1046298518776893"
"Selneccer, Nicolaus, 1530-1592.","selneccer nicolaus 15301592","","","0.0","siber, adam, 1515-1583","0.3958605527877807"
"La Rue, Charles de, 1643-1725.","la rue charles de 16431725","la rue, charles de","","0.0","la rue, charles de","0.9999786615371704"
"Seccerwitz, Johann, ca. 1520-1583.","seccerwitz johann ca 15201583","","","0.0","peschwitz, gottfried von, 1631-1696","0.9759398698806764"
"Piccioli, Antonio.","piccioli antonio","","","0.0","bracciolini, poggio","0.1811457723379135"
"Labitte, Jacques, active 16th century.","labitte jacques active 16th century","","","0.0","laberius, d. (decimus)","0.3349826633930206"
"Clénard, Nicolas, 1493 or 1494-1542.","clenard nicolas 1493 or 14941542","","","0.0","calvin, jean, 1509-1564","0.5139608383178711"
"Hyde, Thomas, 1636-1703.","hyde thomas 16361703","","","0.0","atkinson, j. c. (john christopher), 1814-1900","0.5062048435211182"
"Berger, Joachim Ernst.","berger joachim ernst","","","0.0","urba, karl franz","0.2524231970310211"
"Gratianus, Joannes, approximately 1670-approximately 1730.","gratianus joannes approximately 1670approximately 1730","","","0.0","gratian, emperor of rome","0.8977518081665039"
"Unknown","unknown","","","0.0","alan, of tewkesbury","0.1102700307965278"
"Livy.","livy","livy","","0.0","livy","0.9995575547218324"
"Livy.","livy","livy","","0.0","livy","0.9995575547218324"
"Pliny, the Younger","pliny the younger","pliny, the younger","","0.0","pliny, the younger","0.9999059438705444"
"Unknown","unknown","","","0.0","alan, of tewkesbury","0.1102700307965278"
"Unknown","unknown","","","0.0","alan, of tewkesbury","0.1102700307965278"
"Eckolt, Amadeus, 1623-1668.","eckolt amadeus 16231668","","","0.0","egbert, of liège","0.2568818032741546"
"Saminiati, Giovanni Battista, active 1680-1700.","saminiati giovanni battista active 16801700","","","0.0","avancini, nicolaus von, 1611-1686","0.307575911283493"
"Unknown","unknown","","","0.0","alan, of tewkesbury","0.1102700307965278"
"Vida, Marco Girolamo, approximately 1485-1566.","vida marco girolamo approximately 14851566","","","0.0","vida, marco girolamo","0.9999936819076538"
"Vida, Marco Girolamo, approximately 1485-1566.","vida marco girolamo approximately 14851566","","","0.0","vida, marco girolamo","0.9999936819076538"
"Vida, Marco Girolamo, approximately 1485-1566.","vida marco girolamo approximately 14851566","","","0.0","vida, marco girolamo","0.9999936819076538"
"Vida, Marco Girolamo, approximately 1485-1566.","vida marco girolamo approximately 14851566","","","0.0","vida, marco girolamo","0.9999936819076538"
"Unknown","unknown","","","0.0","alan, of tewkesbury","0.1102700307965278"
"Unknown","unknown","","","0.0","alan, of tewkesbury","0.1102700307965278"
"Hagemann, Gerhard.","hagemann gerhard","","","0.0","hamaker, h. a. (hendrik arent), 1789-1835","0.3263320922851562"
"Corradi, Lancelotto, 16th cent.","corradi lancelotto 16th cent","","","0.0","johannes, de rupescissa, approximately 1300-approximately 1365","0.2448448836803436"
"Wehner, Paul Matthias, 1583-1612.","wehner paul matthias 15831612","","","0.0","froehner, wilhelm, 1834-1925","0.4014081060886383"
"Majus, Johann Heinrich, 1635-1719.","majus johann heinrich 16351719","","","0.0","jan, ludwig von 1807-1869","0.7275975942611694"
"Desmarts, Samuel.","desmarts samuel","","","0.0","thomasius, christian, 1655-1728","0.1679791808128357"
"Sutcliffe, Matthew, 1550?-1629.","sutcliffe matthew 15501629","","","0.0","wycliffe, john, -1384","0.2411088198423385"
"Osório, Jerónimo, 1506-1580.","osorio jeronimo 15061580","","","0.0","hosius, of córdoba","0.5847970843315125"
"Baudouin, Benoît, -1632.","baudouin benoit 1632","","","0.0","baudouin, françois, 1520-1573","0.9929277300834656"
"Schardius, Simon, 1535-1573.","schardius simon 15351573","","","0.0","erigena, johannes scotus","0.3674861788749695"
"Matthaeus, Antonius, 1564-1637.","matthaeus antonius 15641637","","","0.0","matthew, of vendôme","0.4543053209781647"
"Lucretius Carus, Titus.","lucretius carus titus","lucretius carus, titus","","0.0","lucretius carus, titus","0.9999898672103882"
"Hollandus, Johan Isaäc, active 15th century.","hollandus johan isaac active 15th century","","","0.0","john, of holland","0.9973311424255372"
"Contarini, Gasparo, 1483-1542.","contarini gasparo 14831542","","","0.0","giovanni, da ravenna, 1343-1408","0.2199543118476867"
"Lectius, Jacobus, 1556?-1611.","lectius jacobus 15561611","","","0.0","institoris, heinrich, 1430-1505","0.3330455124378204"
"Rantzau, Henrik, 1526-1598.","rantzau henrik 15261598","","","0.0","hug, arnold, 1832-1895","0.3253073692321777"
"Ens, Gaspar, approximately 1570-","ens gaspar approximately 1570","","","0.0","enk, petrus joannes, 1885-","0.9405485987663268"
"Kempen, Martin von.","kempen martin von","","","0.0","thomas, à kempis, 1380-1471","0.9998729228973388"
"Sepúlveda, Juan Ginés de, 1490-1573.","sepulveda juan gines de 14901573","sepúlveda, juan ginés de, 1490-1573","","0.0","sepúlveda, juan ginés de, 1490-1573","0.9999691247940063"
"Vagedes, Heinrich, -1698.","vagedes heinrich 1698","","","0.0","pseudo-hegesippus","0.4136952459812164"
"Saldenus, Guilielmus, 1627-1694.","saldenus guilielmus 16271694","","","0.0","pseudo-sallust","0.2065621167421341"
"Porta, Giambattista della, approximately 1535-1615.","porta giambattista della approximately 15351615","","","0.0","lenzi, lorenzo, 1517?-1571","0.2538016140460968"
"Amama, Sixtinus, 1593-1629.","amama sixtinus 15931629","","","0.0","amaseo, girolamo 1467-1517","0.6680317521095276"
"Reinesius, Thomas, 1587-1667.","reinesius thomas 15871667","reinesius, thomas, 1587-1667","","0.0","reinesius, thomas, 1587-1667","0.999985933303833"
"Linacre, Thomas, 1460-1524.","linacre thomas 14601524","linacre, thomas, 1460-1524","","0.0","linacre, thomas, 1460-1524","0.9999986886978148"
"Caussin, Nicolas, 1583-1651.","caussin nicolas 15831651","caussin, nicolas, 1583-1651","","0.0","caussin, nicolas, 1583-1651","0.9999791383743286"
"Guillimann, François, 1568 (ca.)-1612.","guillimann francois 1568 ca1612","","","0.0","pascal, blaise, 1623-1662","0.5225961804389954"
"Gretser, Jakob, 1562-1625.","gretser jakob 15621625","gretser, jakob, 1562-1625","","0.0","gretser, jakob, 1562-1625","0.9999815225601196"
"Oecolampadius, Johann, 1482-1531.","oecolampadius johann 14821531","oecolampadius, johann, 1482-1531","","0.0","oecolampadius, johann, 1482-1531","0.9999942779541016"
"Trigault, Nicolas, 1577-1628.","trigault nicolas 15771628","trigault, nicolas, 1577-1628","","0.0","trigault, nicolas, 1577-1628","0.999971866607666"
"O'Flaherty, Roderic, 1629-1718.","oflaherty roderic 16291718","","","0.0","radulphus, brito, active 1295-1320","0.2728350758552551"
"Irhoven, Willem van, 1698-1760.","irhoven willem van 16981760","","","0.0","jansenius, cornelius, 1585-1638","0.5846921801567078"
"Sprüngli, Hartmann.","sprungli hartmann","","","0.0","hartman, j. j. (jacobus johannes), 1851-1924","0.9080604314804076"
"Clapmarius, Arnoldus, 1574-1604.","clapmarius arnoldus 15741604","","","0.0","marck, henricus hadrianus van der","0.2592324316501617"
"Westheimer, Bartholomeus, 1504-approximately 1570.","westheimer bartholomeus 1504approximately 1570","","","0.0","naogeorg, thomas, 1511-1563","0.5173972249031067"
"Huber, Ulrik, 1636-1694.","huber ulrik 16361694","","","0.0","faber, ulrich rhaetus","0.284529834985733"
"Vossius, Gerardus Joannes, 1577-1649.","vossius gerardus joannes 15771649","vossius, gerardus joannes, 1577-1649","","0.0","vossius, gerardus joannes, 1577-1649","0.9999947547912598"
"Arnisaeus, Henning, d. 1636?","arnisaeus henning d 1636","","","0.0","radulphus, ardens","0.4960881769657135"
"Unknown","unknown","","","0.0","alan, of tewkesbury","0.1102700307965278"
"Vaudus, Joannes, active 16th century.","vaudus joannes active 16th century","","","0.0","zinzerling, jean, 1580?-1620?","0.1968228816986084"
"Partenio, Bernardino, -1589.","partenio bernardino 1589","","","0.0","giannettasio, niccolò partenio, 1648-1715","0.617405891418457"
"Martucius, Jo. Dominicus.","martucius jo dominicus","","","0.0","martiwros, saint","0.5327111482620239"
