"author","normalized_author","distilbert_author","confidence"
"Justinus, Marcus Junianus.","justinus marcus junianus","{'authorized_name': 'justinus, marcus junianus', 'author_id': 'A5179'}","0.9999898672103882"
"Dulaurens, François.","dulaurens francois","{'authorized_name': 'du pontet, renatus, 1868-', 'author_id': 'A6143'}","0.5700445771217346"
"Schneider, Bernhard, 1847-","schneider bernhard 1847","{'authorized_name': 'schneider, engelbert, 1857-1892', 'author_id': 'A5655'}","0.999678373336792"
"Buecheler, Franz, 1837-1908","buecheler franz 18371908","{'authorized_name': 'buecheler, franz, 1837-1908', 'author_id': 'A3585'}","0.9999936819076538"
"Livy.","livy","{'authorized_name': 'livy', 'author_id': 'A4979'}","0.9995575547218323"
"Tacitus, Cornelius.","tacitus cornelius","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Fulcoius, Belvacensis, approximately 1020-approximately 1083.","fulcoius belvacensis approximately 1020approximately 1083","{'authorized_name': 'fulcoius, belvacensis', 'author_id': 'A5228'}","0.9999971389770508"
"Bede, the Venerable, Saint, 673-735.","bede the venerable saint 673735","{'authorized_name': 'bede, the venerable, saint', 'author_id': 'A5363'}","0.9999927282333374"
"Porta, Johannes, de Annoniaco, active 14th century","porta johannes de annoniaco active 14th century","{'authorized_name': 'nanni, giovanni, 1432?-1502', 'author_id': 'A4088'}","0.44149377942085266"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Richer, of Saint-Rémy, active 10th century.","richer of saintremy active 10th century","{'authorized_name': 'richer, of saint-rémy, active 10th century', 'author_id': 'A4660'}","0.9994522929191589"
"Abbo, Monk of St. Germain, approximately 850-approximately 923.","abbo monk of st germain approximately 850approximately 923","{'authorized_name': 'abbo, monk of st. germain, approximately 850-approximately 923', 'author_id': 'A5397'}","0.9999229907989502"
"Lucretius Carus, Titus.","lucretius carus titus","{'authorized_name': 'lucretius carus, titus', 'author_id': 'A5001'}","0.9999898672103882"
"Caesar, Julius.","caesar julius","{'authorized_name': 'caesar, julius', 'author_id': 'A4644'}","0.9999878406524658"
"Florus, Lucius Annaeus.","florus lucius annaeus","{'authorized_name': 'florus, lucius annaeus', 'author_id': 'A5047'}","0.9999747276306152"
"Florus, Lucius Annaeus.","florus lucius annaeus","{'authorized_name': 'florus, lucius annaeus', 'author_id': 'A5047'}","0.9999747276306152"
"Frontinus, Sextus Julius.","frontinus sextus julius","{'authorized_name': 'frontinus, sextus julius', 'author_id': 'A4597'}","0.9999374151229858"
"Frontinus, Sextus Julius.","frontinus sextus julius","{'authorized_name': 'frontinus, sextus julius', 'author_id': 'A4597'}","0.9999374151229858"
"Florus, Lucius Annaeus.","florus lucius annaeus","{'authorized_name': 'florus, lucius annaeus', 'author_id': 'A5047'}","0.9999747276306152"
"Cicero, Marcus Tullius.","cicero marcus tullius","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Tibullus.","tibullus","{'authorized_name': 'tibullus', 'author_id': 'A4791'}","0.9999387264251709"
"Tacitus, Cornelius.","tacitus cornelius","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Tacitus, Cornelius.","tacitus cornelius","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Caesar, Julius.","caesar julius","{'authorized_name': 'caesar, julius', 'author_id': 'A4644'}","0.9999878406524658"
"Caesar, Julius.","caesar julius","{'authorized_name': 'caesar, julius', 'author_id': 'A4644'}","0.9999878406524658"
"Quintilian.","quintilian","{'authorized_name': 'quintilian', 'author_id': 'A5545'}","0.9999827146530151"
"Valerius Flaccus, Gaius, active 1st century.","valerius flaccus gaius active 1st century","{'authorized_name': 'valerius flaccus, gaius', 'author_id': 'A4806'}","0.9999948740005493"
"Virgil","virgil","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998418092727661"
"Sallust, 86 B.C.-34 B.C.","sallust 86 bc34 bc","{'authorized_name': 'sallust', 'author_id': 'A5543'}","0.9992644190788269"
"Livy.","livy","{'authorized_name': 'livy', 'author_id': 'A4979'}","0.9995575547218323"
"Virgil.","virgil","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Nepos, Cornelius.","nepos cornelius","{'authorized_name': 'nepos, cornelius', 'author_id': 'A5005'}","0.9999680519104004"
"Pliny, the Elder","pliny the elder","{'authorized_name': 'pliny, the elder', 'author_id': 'A5537'}","0.9999657869338989"
"Phaedrus.","phaedrus","{'authorized_name': 'phaedrus', 'author_id': 'A4554'}","0.999994158744812"
"Curtius Rufus, Quintus.","curtius rufus quintus","{'authorized_name': 'curtius rufus, quintus', 'author_id': 'A4602'}","0.9994974136352539"
"Curtius Rufus, Quintus.","curtius rufus quintus","{'authorized_name': 'curtius rufus, quintus', 'author_id': 'A4602'}","0.9994974136352539"
"Froebel, Carl Poppo, 1786-1824.","froebel carl poppo 17861824","{'authorized_name': 'scheffer, johannes reichard, active approximately 1580', 'author_id': 'A3132'}","0.5010552406311035"
"Catullus, Gaius Valerius.","catullus gaius valerius","{'authorized_name': 'catullus, gaius valerius', 'author_id': 'A5237'}","0.9999910593032837"
"Pliny, the Elder","pliny the elder","{'authorized_name': 'pliny, the elder', 'author_id': 'A5537'}","0.9999657869338989"
"Catullus, Gaius Valerius.","catullus gaius valerius","{'authorized_name': 'catullus, gaius valerius', 'author_id': 'A5237'}","0.9999910593032837"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Horsley, Samuel, 1733-1806.","horsley samuel 17331806","{'authorized_name': 'brinsley, john, active 1581-1624', 'author_id': 'A4096'}","0.8446540236473083"
"Revius, Jacobus, 1586-1658.","revius jacobus 15861658","{'authorized_name': 'gillis, pierre, 1486-1533', 'author_id': 'A4259'}","0.4049697518348694"
"Torelli, Giuseppe, 1721-1781.","torelli giuseppe 17211781","{'authorized_name': 'victorius, marianus, approximately 1485-1572', 'author_id': 'A3407'}","0.6651288270950317"
"Vitruvius Pollio.","vitruvius pollio","{'authorized_name': 'vitruvius pollio', 'author_id': 'A4853'}","0.9999804496765137"
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","seneca lucius annaeus approximately 4 bc65 ad","{'authorized_name': 'seneca, lucius annaeus, approximately 4 b.c.-65 a.d.', 'author_id': 'A4655'}","0.9999599456787109"
"Horace.","horace","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.9999887943267822"
"Horace.","horace","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.9999887943267822"
"Gesenius, Wilhelm, 1786-1842.","gesenius wilhelm 17861842","{'authorized_name': 'baehrens, w. a. (willem adolf), 1885-1929', 'author_id': 'A6177'}","0.2519928216934204"
"Freytag, Friedrich Gotthilf, 1723-1776.","freytag friedrich gotthilf 17231776","{'authorized_name': 'frey, joseph, 1834-1910', 'author_id': 'A6205'}","0.7688019275665283"
"Newton, Isaac, 1642-1727.","newton isaac 16421727","{'authorized_name': 'newton, isaac', 'author_id': 'A4713'}","0.999990701675415"
"Hermann, Jacob, 1678-1733.","hermann jacob 16781733","{'authorized_name': 'hugo, herman, 1588-1629', 'author_id': 'A3911'}","0.5536913871765137"
"Lucini, Paolo.","lucini paolo","{'authorized_name': 'marcellinus, pope', 'author_id': 'A5059'}","0.5740694999694824"
"Scarella, Giovanni Battista, 1711-1779.","scarella giovanni battista 17111779","{'authorized_name': 'sperulo, francesco, active 15th-16th century', 'author_id': 'A3754'}","0.2464340776205063"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Cyprian, Saint, Bishop of Carthage","cyprian saint bishop of carthage","{'authorized_name': 'cyprian, saint, bishop of carthage', 'author_id': 'A5298'}","0.9923976063728333"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Swedenborg, Emanuel, 1688-1772.","swedenborg emanuel 16881772","{'authorized_name': 'stenzel, gustav adolf harald, 1792-1854', 'author_id': 'A3354'}","0.5191290378570557"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Pechlin, Johann Nicolas, 1646-1706.","pechlin johann nicolas 16461706","{'authorized_name': 'cochlaeus, johannes, 1479-1552', 'author_id': 'A4316'}","0.21986033022403717"
"Silius Italicus, Tiberius Catius.","silius italicus tiberius catius","{'authorized_name': 'silius italicus, tiberius catius', 'author_id': 'A4804'}","0.9999933242797852"
"Daillé, Jean, 1594-1670.","daille jean 15941670","{'authorized_name': 'durand, guillaume, approximately 1230-1296', 'author_id': 'A4401'}","0.156147763133049"
"Hagen, Hermann, 1844-1898.","hagen hermann 18441898","{'authorized_name': 'hagen, hermann, 1844-1898', 'author_id': 'A6213'}","0.9999791383743286"
"Ptolemy, active 2nd century.","ptolemy active 2nd century","{'authorized_name': 'ptolemy, active 2nd century', 'author_id': 'A3379'}","0.9999939203262329"
"Vossius, Gerardus Joannes, 1577-1649.","vossius gerardus joannes 15771649","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","0.9999947547912598"
"Virgil.","virgil","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Velleius Paterculus, approximately 19 B.C.-approximately 30 A.D.","velleius paterculus approximately 19 bcapproximately 30 ad","{'authorized_name': 'velleius paterculus', 'author_id': 'A4542'}","0.999982476234436"
"Lucretius Carus, Titus.","lucretius carus titus","{'authorized_name': 'lucretius carus, titus', 'author_id': 'A5001'}","0.9999898672103882"
"Horace.","horace","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.9999887943267822"
"Horace.","horace","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.9999887943267822"
"Curtius Rufus, Quintus.","curtius rufus quintus","{'authorized_name': 'curtius rufus, quintus', 'author_id': 'A4602'}","0.9994974136352539"
"Cicero, Marcus Tullius.","cicero marcus tullius","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Claudianus, Claudius.","claudianus claudius","{'authorized_name': 'claudianus, claudius', 'author_id': 'A4503'}","0.9997897744178772"
"Cicero, Marcus Tullius.","cicero marcus tullius","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Cicero, Marcus Tullius.","cicero marcus tullius","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Horace.","horace","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.9999887943267822"
"Ammianus Marcellinus.","ammianus marcellinus","{'authorized_name': 'ammianus marcellinus', 'author_id': 'A5452'}","0.9999758005142212"
"Suetonius, approximately 69-approximately 122.","suetonius approximately 69approximately 122","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","0.9999918937683105"
"Pliny, the Elder","pliny the elder","{'authorized_name': 'pliny, the elder', 'author_id': 'A5537'}","0.9999657869338989"
"Tacitus, Cornelius.","tacitus cornelius","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Tacitus, Cornelius.","tacitus cornelius","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Tibullus.","tibullus","{'authorized_name': 'tibullus', 'author_id': 'A4791'}","0.9999387264251709"
"Phaedrus.","phaedrus","{'authorized_name': 'phaedrus', 'author_id': 'A4554'}","0.999994158744812"
"Propertius, Sextus.","propertius sextus","{'authorized_name': 'propertius, sextus', 'author_id': 'A4889'}","0.9996812343597412"
"Propertius, Sextus.","propertius sextus","{'authorized_name': 'propertius, sextus', 'author_id': 'A4889'}","0.9996812343597412"
"Apuleius.","apuleius","{'authorized_name': 'apuleius', 'author_id': 'A5463'}","0.9999918937683105"
"Manilius, Marcus.","manilius marcus","{'authorized_name': 'manilius, marcus', 'author_id': 'A5565'}","0.9991806149482727"
"Mussehl, Joachim, 1888-","mussehl joachim 1888","{'authorized_name': 'moschus, john', 'author_id': 'A5168'}","0.5245267152786255"
"Persius.","persius","{'authorized_name': 'persius', 'author_id': 'A4892'}","0.9999924898147583"
"Catholic Church. Archdiocese of Prague (Czech Republic)","catholic church archdiocese of prague czech republic","{'authorized_name': 'cosmas, of prague', 'author_id': 'A5285'}","0.3782416582107544"
"Juvenalis, D.J.","juvenalis dj","{'authorized_name': 'juvenal', 'author_id': 'A5304'}","0.9998384714126587"
"Rosinus, Johannes, 1551-1626.","rosinus johannes 15511626","{'authorized_name': 'scholier, pieter 1582-1635', 'author_id': 'A3819'}","0.34362876415252686"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Bouguer, M. 1698-1758.","bouguer m 16981758","{'authorized_name': 'bourchenin, pierre daniel, 1853-1933', 'author_id': 'A5652'}","0.6387262940406799"
"Grotius, Hugo, 1583-1645.","grotius hugo 15831645","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","0.9999744892120361"
"Gourlin, Pierre Sébastien, 1695-1775.","gourlin pierre sebastien 16951775","{'authorized_name': 'goelzer, henri, 1853-1929', 'author_id': 'A3362'}","0.4722311794757843"
"Bernoulli, Jakob, 1654-1705.","bernoulli jakob 16541705","{'authorized_name': 'bernoulli, jakob, 1654-1705', 'author_id': 'A4089'}","0.9999793767929077"
"Casati, Paolo, 1617-1707.","casati paolo 16171707","{'authorized_name': 'della casa, giovanni, 1503-1556', 'author_id': 'A3040'}","0.9186888933181763"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Turrettini, François, 1623-1687.","turrettini francois 16231687","{'authorized_name': 'tasso, torquato, 1544-1595', 'author_id': 'A3795'}","0.35902121663093567"
"Dulaurens,François.","dulaurensfrancois","{'authorized_name': 'du pontet, renatus, 1868-', 'author_id': 'A6143'}","0.5700445771217346"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Wāqidī, Muḥammad ibn ʻUmar, 747 or 748-823.","waqidi muhammad ibn umar 747 or 748823","{'authorized_name': 'rāzī, abū bakr muḥammad ibn zakarīyā, 865?-925?', 'author_id': 'A5671'}","0.9982525706291199"
"Horace.","horace","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.9999887943267822"
"Thielmann, Philipp.","thielmann philipp","{'authorized_name': 'eisenschmidt, christian friedrich, 1763-1827', 'author_id': 'A6077'}","0.6048576235771179"
"Tacitus, Cornelius.","tacitus cornelius","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Reinwardt, C. G. C. 1773-1854.","reinwardt c g c 17731854","{'authorized_name': 'landgraf, gustav, 1857-1932', 'author_id': 'A3304'}","0.2756662666797638"
"ʻAmr ibn Kulthūm, active 6th century.","amr ibn kulthum active 6th century","{'authorized_name': 'rāzī, abū bakr muḥammad ibn zakarīyā, 865?-925?', 'author_id': 'A5671'}","0.929010272026062"
"Hoffmann, Andreas Gottlieb, 1796-1864.","hoffmann andreas gottlieb 17961864","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9941555261611938"
"Symmachus, Quintus Aurelius, approximately 340-402.","symmachus quintus aurelius approximately 340402","{'authorized_name': 'symmachus, quintus aurelius, approximately 340-402', 'author_id': 'A4823'}","0.999985933303833"
"Frisi, Paolo, 1728-1784.","frisi paolo 17281784","{'authorized_name': 'des freux, andré, -1556', 'author_id': 'A3949'}","0.22780300676822662"
"Angeli, Alessandro degli, -1620.","angeli alessandro degli 1620","{'authorized_name': 'angèli, pietro, 1517-1596', 'author_id': 'A2965'}","0.9706304669380188"
"Augustine, of Hippo, Saint, 354-430.","augustine of hippo saint 354430","{'authorized_name': 'augustine, of hippo, saint, 354-430', 'author_id': 'A5497'}","0.9999635219573975"
"Fanello, Matteo, 18th cent.","fanello matteo 18th cent","{'authorized_name': 'filelfo, giovanni mario, 1426-1480', 'author_id': 'A2943'}","0.11918750405311584"
"Pereira, Bartholomeu, 1588-1650.","pereira bartholomeu 15881650","{'authorized_name': 'fonseca, antonio, 1517-1559?', 'author_id': 'A3170'}","0.26672959327697754"
"Roorda, Taco, 1801-1874","roorda taco 18011874","{'authorized_name': 'rous, john, 1411?-1491', 'author_id': 'A3717'}","0.5312108397483826"
"Contador de Argote, Jeronymo, 1676-1749.","contador de argote jeronymo 16761749","{'authorized_name': 'correia, thome, 1536-1595', 'author_id': 'A4016'}","0.32944217324256897"
"Makó de Kerek-Gede, Pál, 1723-1793.","mako de kerekgede pal 17231793","{'authorized_name': 'ménage, gilles, 1613-1692', 'author_id': 'A3880'}","0.5497807860374451"
"Lipsius, Justus, 1547-1606.","lipsius justus 15471606","{'authorized_name': 'lipsius, justus, 1547-1606', 'author_id': 'A4194'}","0.9999904632568359"
"Quintilian.","quintilian","{'authorized_name': 'quintilian', 'author_id': 'A5545'}","0.9999827146530151"
"Caesar, Julius.","caesar julius","{'authorized_name': 'caesar, julius', 'author_id': 'A4644'}","0.9999878406524658"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Arévalo, Faustino, 1747-1824.","arevalo faustino 17471824","{'authorized_name': 'fonseca, antonio, 1517-1559?', 'author_id': 'A3170'}","0.5408240556716919"
"Descartes, René, 1596-1650.","descartes rene 15961650","{'authorized_name': 'descartes, rené', 'author_id': 'A4762'}","0.999990701675415"
"Ferrari, Giovanni Battista, 1584-1655.","ferrari giovanni battista 15841655","{'authorized_name': 'ferrari, giovanni battista, 1584-1655', 'author_id': 'A3953'}","0.9999973773956299"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Cicero, Marcus Tullius.","cicero marcus tullius","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Maittaire, Michael, 1667-1747.","maittaire michael 16671747","{'authorized_name': 'maittaire, michael, 1667-1747', 'author_id': 'A6042'}","0.9999716281890869"
"Amati, Pasquale,","amati pasquale","{'authorized_name': 'cornelio paolo amalteo', 'author_id': 'A2989'}","0.5406039357185364"
"Ausonius, Decimus Magnus.","ausonius decimus magnus","{'authorized_name': 'ausonius, decimus magnus', 'author_id': 'A5314'}","0.9999909400939941"
"Rohde, Johann Dietrich.","rohde johann dietrich","{'authorized_name': 'theodoric, king of the ostrogoths, 454?-526', 'author_id': 'A4781'}","0.3173809051513672"
"Catullus, Gaius Valerius.","catullus gaius valerius","{'authorized_name': 'catullus, gaius valerius', 'author_id': 'A5237'}","0.9999910593032837"
"Pliny, the Younger","pliny the younger","{'authorized_name': 'pliny, the younger', 'author_id': 'A4904'}","0.9999059438705444"
"Pliny, the Younger","pliny the younger","{'authorized_name': 'pliny, the younger', 'author_id': 'A4904'}","0.9999059438705444"
"Huygens, Christiaan, 1629-1695","huygens christiaan 16291695","{'authorized_name': 'huygens, christiaan, 1629-1695', 'author_id': 'A4138'}","0.9999877214431763"
"Littleton, Adam, 1627-1694.","littleton adam 16271694","{'authorized_name': 'brown, robert, 1773-1858', 'author_id': 'A4143'}","0.21344900131225586"
"Livy.","livy","{'authorized_name': 'livy', 'author_id': 'A4979'}","0.9995575547218323"
"Pruzsinszky, Janes","pruzsinszky janes","{'authorized_name': 'préchac, françois', 'author_id': 'A2495'}","0.8789359927177429"
"Livy.","livy","{'authorized_name': 'livy', 'author_id': 'A4979'}","0.9995575547218323"
"Silius Italicus, Tiberius Catius.","silius italicus tiberius catius","{'authorized_name': 'silius italicus, tiberius catius', 'author_id': 'A4804'}","0.9999933242797852"
"Laufenberg, Wilhelm, 1850-","laufenberg wilhelm 1850","{'authorized_name': 'seeck, otto, 1850-1921', 'author_id': 'A6131'}","0.3947014808654785"
"Claudianus, Claudius.","claudianus claudius","{'authorized_name': 'claudianus, claudius', 'author_id': 'A4503'}","0.9997897744178772"
"Saumaise, Claude, 1588-1653.","saumaise claude 15881653","{'authorized_name': 'saumaise, claude, 1588-1653', 'author_id': 'A6021'}","0.9999384880065918"
"Lehrs, F Siegfried, 1806-1843,","lehrs f siegfried 18061843","{'authorized_name': 'löwe, gustav, 1852-1883', 'author_id': 'A6243'}","0.3764451742172241"
"Boehlau, Karl.","boehlau karl","{'authorized_name': 'boenig, hermann, 1860-', 'author_id': 'A6185'}","0.5900219082832336"
"Kada, Carolomann.","kada carolomann","{'authorized_name': 'jacobus, de dacia, approximately 1483-1567', 'author_id': 'A3853'}","0.1017351821064949"
"Valerius Maximus.","valerius maximus","{'authorized_name': 'valerius maximus', 'author_id': 'A4545'}","0.9991029500961304"
"Phaedrus.","phaedrus","{'authorized_name': 'phaedrus', 'author_id': 'A4554'}","0.999994158744812"
"Livy.","livy","{'authorized_name': 'livy', 'author_id': 'A4979'}","0.9995575547218323"
"Kumaniecki, Kazimierz, 1905-1977.","kumaniecki kazimierz 19051977","{'authorized_name': 'hussowski, mikołaj, approximately 1475-1522', 'author_id': 'A3924'}","0.30043476819992065"
"Virgil,","virgil","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998892545700073"
"Tacitus, Cornelius.","tacitus cornelius","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Diskowsky, Oscar","diskowsky oscar","{'authorized_name': 'joseph, scotus', 'author_id': 'A5042'}","0.17501813173294067"
"Lübbert, Eduard, 1830-1889.","lubbert eduard 18301889","{'authorized_name': 'löwe, gustav, 1852-1883', 'author_id': 'A6243'}","0.4925972521305084"
"Tacitus, Cornelius.","tacitus cornelius","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Ribbeck, Otto, 1827-1898","ribbeck otto 18271898","{'authorized_name': 'ribbeck, otto, 1827-1898', 'author_id': 'A6112'}","0.9999884366989136"
"Cisorio, Aloisio","cisorio aloisio","{'authorized_name': 'erigena, johannes scotus', 'author_id': 'A5230'}","0.405746191740036"
"Poleni, Giovanni, 1683-1761.","poleni giovanni 16831761","{'authorized_name': 'poleni, giovanni, 1683-1761', 'author_id': 'A6047'}","0.999994158744812"
"Universität Ingolstadt. Bibliothek.","universitat ingolstadt bibliothek","{'authorized_name': 'institoris, heinrich, 1430-1505', 'author_id': 'A5676'}","0.40750136971473694"
"Tacitus, Cornelius.","tacitus cornelius","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Guglielmini, Domenico, 1655-1710","guglielmini domenico 16551710","{'authorized_name': 'giraldi, lilio gregorio, 1479-1552', 'author_id': 'A3950'}","0.4195460379123688"
"Nithard, -844?","nithard 844","{'authorized_name': 'nithard, -844?', 'author_id': 'A5028'}","0.9999809265136719"
"Würdtwein, Stefan Alexander, 1719-1796.","wurdtwein stefan alexander 17191796","{'authorized_name': 'stern, reinhard august heinrich, 1804-1863', 'author_id': 'A6097'}","0.4075796902179718"
"Biblioteca apostolica vaticana.","biblioteca apostolica vaticana","{'authorized_name': 'palladius, bishop of aspuna', 'author_id': 'A5039'}","0.2604982256889343"
"Wycliffe, John, -1384.","wycliffe john 1384","{'authorized_name': 'wycliffe, john, -1384', 'author_id': 'A4338'}","0.9999871253967285"
"Schmalzgrueber, Franz, 1663-1735.","schmalzgrueber franz 16631735","{'authorized_name': 'baumgarten, alexander gottlieb, 1714-1762', 'author_id': 'A4267'}","0.22842732071876526"
"Roediger, Emil, 1801-1874.","roediger emil 18011874","{'authorized_name': 'roemer, adolph', 'author_id': 'A3443'}","0.5675279498100281"
"Brahe, Tycho, 1546-1601.","brahe tycho 15461601","{'authorized_name': 'bramis, joannes', 'author_id': 'A3758'}","0.944847583770752"
"Genoa (Republic)","genoa republic","{'authorized_name': 'eraclius', 'author_id': 'A5331'}","0.17533721029758453"
"Grotius, Hugo, 1583-1645.","grotius hugo 15831645","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","0.9999744892120361"
"Terence.","terence","{'authorized_name': 'linacre, thomas, 1460-1524', 'author_id': 'A3290'}","0.12848231196403503"
"Gehrmann, Anton.","gehrmann anton","{'authorized_name': 'baehrens, w. a. (willem adolf), 1885-1929', 'author_id': 'A6177'}","0.5156846642494202"
"Copernicus, Nicolaus, 1473-1543.","copernicus nicolaus 14731543","{'authorized_name': 'copernicus, nicolaus, 1473-1543', 'author_id': 'A4141'}","0.9999057054519653"
"Gassendi, Pierre, 1592-1655.","gassendi pierre 15921655","{'authorized_name': 'gassendi, pierre, 1592-1655', 'author_id': 'A4226'}","0.9999936819076538"
"Ghetaldi, Marino, 1566-1626.","ghetaldi marino 15661626","{'authorized_name': 'giraldi, lilio gregorio, 1479-1552', 'author_id': 'A3950'}","0.48469042778015137"
"Heuter, Pontus.","heuter pontus","{'authorized_name': 'pontianus africanus', 'author_id': 'A4893'}","0.39317798614501953"
"Ammianus Marcellinus.","ammianus marcellinus","{'authorized_name': 'ammianus marcellinus', 'author_id': 'A5452'}","0.9999758005142212"
"Renaldini, Carlo, conte, 1615-1698.","renaldini carlo conte 16151698","{'authorized_name': 'cavalchini, rinaldo', 'author_id': 'A3027'}","0.8852108716964722"
"Meurs, Johannes van, 1579-1639.","meurs johannes van 15791639","{'authorized_name': 'meurs, johannes van, 1579-1639', 'author_id': 'A6019'}","0.9999825954437256"
"Calchi, Tristano, b. ca. 1462.","calchi tristano b ca 1462","{'authorized_name': 'calcagnini, celio, 1479-1541', 'author_id': 'A3019'}","0.10816654562950134"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Grotius, Hugo, 1583-1645.","grotius hugo 15831645","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","0.9999744892120361"
"Marca, Pierre de, 1594-1662.","marca pierre de 15941662","{'authorized_name': 'manuzio, aldo, 1547-1597', 'author_id': 'A4295'}","0.3606710731983185"
"Cancellieri, Francesco, 1751-1826.","cancellieri francesco 17511826","{'authorized_name': 'cancianini, gian domenico 1547-1630', 'author_id': 'A3017'}","0.6457899212837219"
"Bonfini, Antonio, 1427-1502.","bonfini antonio 14271502","{'authorized_name': 'bonfini, antonio, 1427-1502', 'author_id': 'A5608'}","0.9999921321868896"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Aventinus, Johannes, 1477-1534.","aventinus johannes 14771534","{'authorized_name': 'aventinus, johannes, 1477-1534', 'author_id': 'A4082'}","0.9999947547912598"
"Piscator, Johannes, 1546-1625.","piscator johannes 15461625","{'authorized_name': 'posthius, johannes, 1537-1597', 'author_id': 'A2918'}","0.35960978269577026"
"Piscator, Johannes, 1546-1625.","piscator johannes 15461625","{'authorized_name': 'posthius, johannes, 1537-1597', 'author_id': 'A2918'}","0.35960978269577026"
"Magini, Giovanni Antonio, 1555-1617.","magini giovanni antonio 15551617","{'authorized_name': 'magliabechi, antonio, 1633-1714', 'author_id': 'A3879'}","0.5785546898841858"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
