"author","normalized_author","distilbert_author","confidence"
"Haupt, Moriz, 1808-1874.","haupt moriz 18081874","{'authorized_name': 'haupt, moriz, 1808-1874', 'author_id': 'A6101'}","0.9999940395355225"
"Schömann, Georg Friedrich, 1793-1879.","schomann georg friedrich 17931879","{'authorized_name': 'schömann, georg friedrich, 1793-1879', 'author_id': 'A6278'}","0.9995860457420349"
"Cueppers, Franz Joseph.","cueppers franz joseph","{'authorized_name': 'krueger, paul, 1840-1926', 'author_id': 'A6236'}","0.13253061473369598"
"Prenzel, Kurt, b. 1879.","prenzel kurt b 1879","{'authorized_name': 'premerstein, anton von 1869-1935', 'author_id': 'A3375'}","0.4309162497520447"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Popma, Ausonius van, 1563-1613.","popma ausonius van 15631613","{'authorized_name': 'popma, titus von, -1621', 'author_id': 'A5976'}","0.9237781763076782"
"Ovid, 43 B.C.-17 A.D. or 18 A.D.","ovid 43 bc17 ad or 18 ad","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999899864196777"
"Mela, Pomponius.","mela pomponius","{'authorized_name': 'mela, pomponius', 'author_id': 'A4607'}","0.999995231628418"
"Cicero, Marcus Tullius.","cicero marcus tullius","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Virgil.","virgil","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Varro, Marcus Terentius.","varro marcus terentius","{'authorized_name': 'varro, marcus terentius', 'author_id': 'A4504'}","0.9999778270721436"
"Sadoleto, Jacopo, 1477-1547.","sadoleto jacopo 14771547","{'authorized_name': ""benzo, d'alessandria, active 1300-1330"", 'author_id': 'A4311'}","0.12677432596683502"
"Cunaeus, Petrus, 1586-1638.","cunaeus petrus 15861638","{'authorized_name': 'cunaeus, petrus, 1586-1638', 'author_id': 'A4030'}","0.9999911785125732"
"Huet, Pierre-Daniel, 1630-1721.","huet pierredaniel 16301721","{'authorized_name': 'huet, pierre-daniel, 1630-1721', 'author_id': 'A3941'}","0.9999738931655884"
"Böckh, August, 1785-1867.","bockh august 17851867","{'authorized_name': 'lindenbrog, heinrich, 1570-1642', 'author_id': 'A6016'}","0.37957051396369934"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Spinoza, Benedictus de, 1632-1677.","spinoza benedictus de 16321677","{'authorized_name': 'spinoza, benedictus de', 'author_id': 'A4708'}","0.9999957084655762"
"Kochalsky, Arthur.","kochalsky arthur","{'authorized_name': 'koch, julius, 1866-', 'author_id': 'A3328'}","0.9913409352302551"
"Dante Alighieri, 1265-1321.","dante alighieri 12651321","{'authorized_name': 'dante alighieri, 1265-1321', 'author_id': 'A4646'}","0.9999520778656006"
"Bellon, E., abbé.","bellon e abbe","{'authorized_name': 'vincent, of beauvais, -1264', 'author_id': 'A4417'}","0.6913836002349854"
"Jannelli, Cataldo,","jannelli cataldo","{'authorized_name': 'cavalchini, rinaldo', 'author_id': 'A3027'}","0.1702619045972824"
"Catullus, Gaius Valerius.","catullus gaius valerius","{'authorized_name': 'catullus, gaius valerius', 'author_id': 'A5237'}","0.9999910593032837"
"Schmidt, Hermann, fl. 1827-1868.","schmidt hermann fl 18271868","{'authorized_name': 'schmidt, paul wilhelm, 1845-1921', 'author_id': 'A5663'}","0.9852032661437988"
"Richer, of Saint-Rémy, active 10th century.","richer of saintremy active 10th century","{'authorized_name': 'richer, of saint-rémy, active 10th century', 'author_id': 'A4660'}","0.9994522929191589"
"Hesker, Friedrich Anton.","hesker friedrich anton","{'authorized_name': 'heinsius, nicolaas, 1620-1681', 'author_id': 'A5937'}","0.6070429682731628"
"Gentili, Scipione, 1563-1616.","gentili scipione 15631616","{'authorized_name': 'gentili, scipione, 1563-1616', 'author_id': 'A3130'}","0.9999935626983643"
"Bijnkershoek, Cornelis van, 1673-1743.","bijnkershoek cornelis van 16731743","{'authorized_name': 'waardenburg, henricus', 'author_id': 'A4741'}","0.2914370894432068"
"Bijnkershoek, Cornelis van, 1673-1743.","bijnkershoek cornelis van 16731743","{'authorized_name': 'waardenburg, henricus', 'author_id': 'A4741'}","0.2914370894432068"
"Antonellus, Joannes Carolus, bp. of Ferentino, d. 1694.","antonellus joannes carolus bp of ferentino d 1694","{'authorized_name': 'antonino, of piacenza, saint', 'author_id': 'A5472'}","0.637316107749939"
"Duck, Arthur, 1580-1648.","duck arthur 15801648","{'authorized_name': 'colman, saint', 'author_id': 'A4531'}","0.23068289458751678"
"Regneri ab Oosterga, Cyprianus, 1614-1687.","regneri ab oosterga cyprianus 16141687","{'authorized_name': 'ruotger', 'author_id': 'A4913'}","0.509752094745636"
"Cujas, Jacques, 1522-1590.","cujas jacques 15221590","{'authorized_name': 'nicholas, of cusa, cardinal, 1401-1464', 'author_id': 'A5712'}","0.6231101155281067"
"Fomann, Ortolphus, 1560-1634.","fomann ortolphus 15601634","{'authorized_name': 'sarbiewski, maciej kazimierz, 1595-1640', 'author_id': 'A3833'}","0.16814905405044556"
"Borcholten, Johannes, 1535-1593.","borcholten johannes 15351593","{'authorized_name': 'boenig, hermann, 1860-', 'author_id': 'A6185'}","0.4612117111682892"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Pérez, Antonio, 1583-1673.","perez antonio 15831673","{'authorized_name': 'albinovanus pedo', 'author_id': 'A3702'}","0.29475271701812744"
"Goeddaeus, Johannes, 1555-1632.","goeddaeus johannes 15551632","{'authorized_name': 'john, of gaddesden, 1280?-1361', 'author_id': 'A5632'}","0.7000994086265564"
"Vultejus, Hermann, 1565-1634.","vultejus hermann 15651634","{'authorized_name': 'hohl, ernst, 1886-1957', 'author_id': 'A6224'}","0.40523114800453186"
"Pace, Giulio, 1550-1635.","pace giulio 15501635","{'authorized_name': 'epicuro, marcantonio, 1472-1555', 'author_id': 'A3012'}","0.2622447609901428"
"Gaius.","gaius","{'authorized_name': 'gaius', 'author_id': 'A4619'}","0.9989977478981018"
"Mausonius, Horidus.","mausonius horidus","{'authorized_name': 'mauricianus, iunius, active 2nd century a.d.', 'author_id': 'A2877'}","0.9204815626144409"
"Nigris, Antonio Maria de, d. 1741?","nigris antonio maria de d 1741","{'authorized_name': 'antonius, monk, disciple of simeon stylites, active 470', 'author_id': 'A3129'}","0.4674387574195862"
"Carpio, Francisco del, fl. 1635.","carpio francisco del fl 1635","{'authorized_name': 'antonius, marcus, 83 b.c.?-30 b.c.', 'author_id': 'A3571'}","0.10626376420259476"
"Tuscany (Italy). Rota florentina.","tuscany italy rota florentina","{'authorized_name': 'rota, berardino, 1508-1575', 'author_id': 'A2968'}","0.6172979474067688"
"Montanus, Horatius, active 17th century.","montanus horatius active 17th century","{'authorized_name': 'montanus, saint, archbishop of toledo', 'author_id': 'A4985'}","0.6969228982925415"
"Gonzaga, Scipione, 1542-1593.","gonzaga scipione 15421593","{'authorized_name': 'villani, filippo, -1405?', 'author_id': 'A5710'}","0.5096225738525391"
"Crusius, Thomas Theodorus, 1648-1728.","crusius thomas theodorus 16481728","{'authorized_name': 'crenius, thomas, 1648-1728', 'author_id': 'A5989'}","0.9999686479568481"
"Foglietta, Uberto, 1518-1581.","foglietta uberto 15181581","{'authorized_name': 'foglietta, uberto, 1518-1581', 'author_id': 'A3050'}","0.9999955892562866"
"Piccart, Michael, 1574-1620.","piccart michael 15741620","{'authorized_name': 'scot, michael, approximately 1175-approximately 1234', 'author_id': 'A5480'}","0.2703552842140198"
"Verepaeus, Simon, 1522?-1598.","verepaeus simon 15221598","{'authorized_name': 'vermigli, pietro martire, 1499-1562', 'author_id': 'A4302'}","0.5494362711906433"
"Popma, Ausonius van, 1563-1613.","popma ausonius van 15631613","{'authorized_name': 'popma, titus von, -1621', 'author_id': 'A5976'}","0.9237781763076782"
"Tesmar, Johann, the Elder.","tesmar johann the elder","{'authorized_name': 'oecolampadius, johann, 1482-1531', 'author_id': 'A5579'}","0.14270882308483124"
"Vavasseur, François, 1605-1681.","vavasseur francois 16051681","{'authorized_name': 'vaugelas, claude favre de, 1585-1650', 'author_id': 'A6020'}","0.695747971534729"
"Vavasseur, François, 1605-1681.","vavasseur francois 16051681","{'authorized_name': 'vaugelas, claude favre de, 1585-1650', 'author_id': 'A6020'}","0.695747971534729"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Giffen, Hubert van, approximately 1533-1604.","giffen hubert van approximately 15331604","{'authorized_name': 'gerard, archbishop of york', 'author_id': 'A5233'}","0.3919369876384735"
"Vermigli, Pietro Martire, 1499-1562.","vermigli pietro martire 14991562","{'authorized_name': 'vermigli, pietro martire, 1499-1562', 'author_id': 'A4302'}","0.9999649524688721"
"Rhodoman, Lorenz, 1546-1606.","rhodoman lorenz 15461606","{'authorized_name': 'pellicanus, konrad, 1478-1556', 'author_id': 'A5588'}","0.32761651277542114"
"Renouard, Ant. Aug. 1765-1853.","renouard ant aug 17651853","{'authorized_name': 'radulfus tortarius', 'author_id': 'A4954'}","0.695633053779602"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Arnobius, of Sicca","arnobius of sicca","{'authorized_name': 'arnobius, of sicca', 'author_id': 'A5479'}","0.9999804496765137"
"Augustine, of Hippo, Saint, 354-430.","augustine of hippo saint 354430","{'authorized_name': 'augustine, of hippo, saint, 354-430', 'author_id': 'A5497'}","0.9999635219573975"
"Catullus, Gaius Valerius.","catullus gaius valerius","{'authorized_name': 'catullus, gaius valerius', 'author_id': 'A5237'}","0.9999910593032837"
"Catullus, Gaius Valerius.","catullus gaius valerius","{'authorized_name': 'catullus, gaius valerius', 'author_id': 'A5237'}","0.9999910593032837"
"Cicero, Marcus Tullius.","cicero marcus tullius","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Cicero, Marcus Tullius.","cicero marcus tullius","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Cicero, Marcus Tullius.","cicero marcus tullius","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Cicero, Marcus Tullius.","cicero marcus tullius","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Cicero, Marcus Tullius.","cicero marcus tullius","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Cicero, Marcus Tullius.","cicero marcus tullius","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9998855590820312"
"Virgil.","virgil","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Virgil.","virgil","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Virgil.","virgil","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Virgil.","virgil","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Ross, Alexander, 1591-1654.","ross alexander 15911654","{'authorized_name': 'buchanan, george', 'author_id': 'A4730'}","0.17924505472183228"
"Baerle, Caspar van, 1584-1648.","baerle caspar van 15841648","{'authorized_name': 'baerle, caspar van, 1584-1648', 'author_id': 'A4128'}","0.9999563694000244"
"Bergius, Matthias, 1536-1592.","bergius matthias 15361592","{'authorized_name': 'bergomas, andreas', 'author_id': 'A4346'}","0.9957873225212097"
"Brusoni, Lucio Domitio.","brusoni lucio domitio","{'authorized_name': 'brutus, marcus junius, 85 b.c.?-42 b.c.', 'author_id': 'A3563'}","0.5214384198188782"
"Crucius, Jacobus, 1579-1635?","crucius jacobus 15791635","{'authorized_name': 'cruz, luís da, 1543-1604', 'author_id': 'A4003'}","0.74345862865448"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Grimaldi, Francesco, d. 1740.","grimaldi francesco d 1740","{'authorized_name': 'fontana, agostino', 'author_id': 'A3434'}","0.25070178508758545"
"Lennep, David Jacob van, 1774-1853.","lennep david jacob van 17741853","{'authorized_name': 'gaasbeeck, daniel van, active 1655-1692', 'author_id': 'A6156'}","0.17125211656093597"
"Sadoleto, Jacopo, 1477-1547.","sadoleto jacopo 14771547","{'authorized_name': ""benzo, d'alessandria, active 1300-1330"", 'author_id': 'A4311'}","0.12677432596683502"
"Sadoleto, Jacopo, 1477-1547.","sadoleto jacopo 14771547","{'authorized_name': ""benzo, d'alessandria, active 1300-1330"", 'author_id': 'A4311'}","0.12677432596683502"
"Schosser, Johannes, 1534-1585.","schosser johannes 15341585","{'authorized_name': 'krahner, leopold, 1810-1884', 'author_id': 'A6102'}","0.23367393016815186"
"Janus, Secundus, 1511-1536.","janus secundus 15111536","{'authorized_name': 'janus, secundus', 'author_id': 'A4717'}","0.9999300241470337"
"Skop, Karl von.","skop karl von","{'authorized_name': 'zsámboki, jános, 1531-1584', 'author_id': 'A3827'}","0.19145411252975464"
"Nigel, called Wireker, fl. 1190.","nigel called wireker fl 1190","{'authorized_name': 'wireker, nigellus', 'author_id': 'A5528'}","0.9999791383743286"
"Pufendorf, Samuel, Freiherr von, 1632-1694.","pufendorf samuel freiherr von 16321694","{'authorized_name': 'pufendorf, samuel, freiherr von, 1632-1694', 'author_id': 'A3714'}","0.9999948740005493"
"Weber, Eduard Otto.","weber eduard otto","{'authorized_name': 'weber, ernst, 1873', 'author_id': 'A6289'}","0.9999434947967529"
"Fracastoro, Girolamo, 1478-1553.","fracastoro girolamo 14781553","{'authorized_name': 'fracastoro, girólamo, 1478-1553', 'author_id': 'A5606'}","0.9999773502349854"
"Gracián y Morales, Baltasar, 1601-1658.","gracian y morales baltasar 16011658","{'authorized_name': 'cornelio paolo amalteo', 'author_id': 'A2989'}","0.13095688819885254"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Le Clerc, Jean, 1657-1736.","le clerc jean 16571736","{'authorized_name': 'clein, johann, -1530', 'author_id': 'A3176'}","0.4544433653354645"
"Le Clerc, Jean, 1657-1736.","le clerc jean 16571736","{'authorized_name': 'clein, johann, -1530', 'author_id': 'A3176'}","0.4544433653354645"
"Averani, Giuseppe, 1662-1738.","averani giuseppe 16621738","{'authorized_name': 'aventinus, johannes, 1477-1534', 'author_id': 'A4082'}","0.6503546833992004"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Ader, Guillaume, b. 1578.","ader guillaume b 1578","{'authorized_name': 'adémar, de chabannes', 'author_id': 'A5415'}","0.8556351661682129"
"Pelargus, Christoph, 1565-1633.","pelargus christoph 15651633","{'authorized_name': 'struve, k. l. (karl ludwig), 1785-1838', 'author_id': 'A3271'}","0.37499257922172546"
"Ehinger, Elias, active 1633.","ehinger elias active 1633","{'authorized_name': 'eymer, wenzel, 1854-', 'author_id': 'A6136'}","0.6579687595367432"
"Corvinus, Johannes Arnoldi, approximately 1582-1650.","corvinus johannes arnoldi approximately 15821650","{'authorized_name': 'corvinus, elias, 1537-1602', 'author_id': 'A4162'}","0.734359622001648"
"Richer, Edmond, 1560-1631.","richer edmond 15601631","{'authorized_name': 'richer, of saint-rémy', 'author_id': 'A4328'}","0.9948034882545471"
"Sanderus, Antoine, 1586-1664.","sanderus antoine 15861664","{'authorized_name': 'sander, nicholas, 1530?-1581', 'author_id': 'A3308'}","0.9979133009910583"
"Aconcio, Iacopo, -1566.","aconcio iacopo 1566","{'authorized_name': 'emili, paolo, -1529', 'author_id': 'A3983'}","0.2024705559015274"
"Wagenseil, Johann Christoph, 1633-1705.","wagenseil johann christoph 16331705","{'authorized_name': 'wagener, auguste, 1829-1896', 'author_id': 'A6114'}","0.8077927827835083"
"Witsius, Herman, 1636-1708.","witsius herman 16361708","{'authorized_name': 'reinesius, thomas, 1587-1667', 'author_id': 'A5965'}","0.4749581813812256"
"Witsius, Herman, 1636-1708.","witsius herman 16361708","{'authorized_name': 'reinesius, thomas, 1587-1667', 'author_id': 'A5965'}","0.4749581813812256"
"Strang, John, 1584-1654.","strang john 15841654","{'authorized_name': 'stradling, john, sir, 1563-1637', 'author_id': 'A3798'}","0.5271558165550232"
"Arrowsmith, John, 1602-1659.","arrowsmith john 16021659","{'authorized_name': 'harvey, william, 1578-1657', 'author_id': 'A4164'}","0.2069159597158432"
"Guarnieri, Felice Antonio, fl. 17th century.","guarnieri felice antonio fl 17th century","{'authorized_name': 'guarino, veronese, 1374-1460', 'author_id': 'A3982'}","0.15592646598815918"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Tschischwitz, Benno, 1828-1890.","tschischwitz benno 18281890","{'authorized_name': 'peschwitz, gottfried von, 1631-1696', 'author_id': 'A6031'}","0.9287599325180054"
"Sarbiewski, Maciej Kazimierz, 1595-1640.","sarbiewski maciej kazimierz 15951640","{'authorized_name': 'sarbiewski, maciej kazimierz, 1595-1640', 'author_id': 'A3833'}","0.9999536275863647"
"Sarbiewski, Maciej Kazimierz, 1595-1640,","sarbiewski maciej kazimierz 15951640","{'authorized_name': 'sarbiewski, maciej kazimierz, 1595-1640', 'author_id': 'A3833'}","0.9999507665634155"
"Petrarca, Francesco, 1304-1374.","petrarca francesco 13041374","{'authorized_name': 'petrarca, francesco', 'author_id': 'A4768'}","0.9999464750289917"
"Manuzio, Paolo, 1512-1574.","manuzio paolo 15121574","{'authorized_name': 'manuzio, paolo, 1512-1574', 'author_id': 'A3427'}","0.9996325969696045"
"Vogel, August.","vogel august","{'authorized_name': 'vogel, theodor, 1836-1912', 'author_id': 'A6286'}","0.9993447661399841"
"Klotz, Reinhold, 1807-1870.","klotz reinhold 18071870","{'authorized_name': 'klotz, reinhold, 1807-1870', 'author_id': 'A3252'}","0.9999744892120361"
"Otto, Carl Eduard, 1795-1869.","otto carl eduard 17951869","{'authorized_name': 'güthling, otto, 1853-1931', 'author_id': 'A6211'}","0.9463475346565247"
"Rentzsch, Karl Emil Johannes, 1873-","rentzsch karl emil johannes 1873","{'authorized_name': 'gessner, conrad, 1516-1565', 'author_id': 'A5603'}","0.23366640508174896"
"Heimbach, Gustav Ernst, 1810-1851.","heimbach gustav ernst 18101851","{'authorized_name': 'rossbach, august, 1823-1898', 'author_id': 'A3422'}","0.2358897179365158"
"Glück, Jo. Carl Christian.","gluck jo carl christian","{'authorized_name': 'schömann, georg friedrich, 1793-1879', 'author_id': 'A6278'}","0.4887807071208954"
"Bassewitz, Ferdinand von.","bassewitz ferdinand von","{'authorized_name': 'peschwitz, gottfried von, 1631-1696', 'author_id': 'A6031'}","0.7546324729919434"
"Peter Lombard, Bishop of Paris, approximately 1100-1160.","peter lombard bishop of paris approximately 11001160","{'authorized_name': 'peter lombard, bishop of paris', 'author_id': 'A4994'}","0.9999945163726807"
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","seneca lucius annaeus approximately 4 bc65 ad","{'authorized_name': 'seneca, lucius annaeus, approximately 4 b.c.-65 a.d.', 'author_id': 'A4655'}","0.9999599456787109"
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","seneca lucius annaeus approximately 4 bc65 ad","{'authorized_name': 'seneca, lucius annaeus, approximately 4 b.c.-65 a.d.', 'author_id': 'A4655'}","0.9999599456787109"
"Salvian, of Marseilles, approximately 400-approximately 480.","salvian of marseilles approximately 400approximately 480","{'authorized_name': 'salvian, of marseilles', 'author_id': 'A4789'}","0.9999960660934448"
"Sallust, 86 B.C.-34 B.C.","sallust 86 bc34 bc","{'authorized_name': 'sallust', 'author_id': 'A5543'}","0.9992644190788269"
"Sallust, 86 B.C.-34 B.C.","sallust 86 bc34 bc","{'authorized_name': 'sallust', 'author_id': 'A5543'}","0.9992644190788269"
"Symmachus, Quintus Aurelius, approximately 340-402.","symmachus quintus aurelius approximately 340402","{'authorized_name': 'symmachus, quintus aurelius, approximately 340-402', 'author_id': 'A4823'}","0.999985933303833"
"Otto, Everhard, 1685-1756.","otto everhard 16851756","{'authorized_name': 'güthling, otto, 1853-1931', 'author_id': 'A6211'}","0.8053674697875977"
"Suetonius, approximately 69-approximately 122.","suetonius approximately 69approximately 122","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","0.9999918937683105"
"Gronovius, Joannes Fredericus, 1611-1671.","gronovius joannes fredericus 16111671","{'authorized_name': 'gronovius, joannes fredericus, 1611-1671', 'author_id': 'A3995'}","0.999987006187439"
"Statius, P. Papinius","statius p papinius","{'authorized_name': 'statius, p. papinius (publius papinius)', 'author_id': 'A4826'}","0.9999499320983887"
"Statius, P. Papinius","statius p papinius","{'authorized_name': 'statius, p. papinius (publius papinius)', 'author_id': 'A4826'}","0.9999499320983887"
"Severus, Sulpicius.","severus sulpicius","{'authorized_name': 'severus, sulpicius', 'author_id': 'A4934'}","0.999940037727356"
"Severus, Sulpicius.","severus sulpicius","{'authorized_name': 'severus, sulpicius', 'author_id': 'A4934'}","0.999940037727356"
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","seneca lucius annaeus approximately 4 bc65 ad","{'authorized_name': 'seneca, lucius annaeus, approximately 4 b.c.-65 a.d.', 'author_id': 'A4655'}","0.9999599456787109"
"Sand, Christof, 1644-1680.","sand christof 16441680","{'authorized_name': 'stanyhurst, richard, 1547-1618', 'author_id': 'A3763'}","0.1458723098039627"
"Vossius, Gerardus Joannes, 1577-1649.","vossius gerardus joannes 15771649","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","0.9999947547912598"
"Virgil.","virgil","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
"Velleius Paterculus, approximately 19 B.C.-approximately 30 A.D.","velleius paterculus approximately 19 bcapproximately 30 ad","{'authorized_name': 'velleius paterculus', 'author_id': 'A4542'}","0.999982476234436"
"Velleius Paterculus, approximately 19 B.C.-approximately 30 A.D.","velleius paterculus approximately 19 bcapproximately 30 ad","{'authorized_name': 'velleius paterculus', 'author_id': 'A4542'}","0.999982476234436"
"Vegetius Renatus, Flavius.","vegetius renatus flavius","{'authorized_name': 'vegetius renatus, flavius', 'author_id': 'A4794'}","0.9999921321868896"
"Vegetius Renatus, Flavius.","vegetius renatus flavius","{'authorized_name': 'vegetius renatus, flavius', 'author_id': 'A4794'}","0.9999921321868896"
"Tacitus, Cornelius.","tacitus cornelius","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999889135360718"
"Sleidanus, Johannes, 1506-1556.","sleidanus johannes 15061556","{'authorized_name': 'agricola, rodolphus, 1443?-1485', 'author_id': 'A4109'}","0.08074139803647995"
"Nifo, Agostino, approximately 1473-1545?","nifo agostino approximately 14731545","{'authorized_name': 'nifo, agostino, approximately 1473-1545?', 'author_id': 'A3881'}","0.9999964237213135"
"Haymo, Bishop of Halberstadt, -853.","haymo bishop of halberstadt 853","{'authorized_name': 'haymo, bishop of halberstadt, -853', 'author_id': 'A4486'}","0.9999271631240845"
"Frédol, Bérenger, Cardinal, d. 1323.","fredol berenger cardinal d 1323","{'authorized_name': 'fredegarius, scholasticus', 'author_id': 'A4722'}","0.7649078369140625"
"Lengnick, Bernhard, b. 1846.","lengnick bernhard b 1846","{'authorized_name': 'konrad, von brauweiler', 'author_id': 'A5402'}","0.39679408073425293"
"Maler, Guilelmo.","maler guilelmo","{'authorized_name': 'grotius, hugo, 1583-1645', 'author_id': 'A4206'}","0.22365771234035492"
"Müller, Iwan von, 1830-1917.","muller iwan von 18301917","{'authorized_name': 'künstle, karl, 1859-1932', 'author_id': 'A6240'}","0.21176493167877197"
"Müller, Otto Moritz.","muller otto moritz","{'authorized_name': 'müller, moritz, 1854-', 'author_id': 'A3418'}","0.9940000772476196"
"Conrad, Julius.","conrad julius","{'authorized_name': 'conradi, johann wilhelm heinrich, 1780-1861', 'author_id': 'A6084'}","0.8670868277549744"
"Duns Scotus, John, approximately 1266-1308.","duns scotus john approximately 12661308","{'authorized_name': 'duns scotus, john, approximately 1266-1308', 'author_id': 'A5593'}","0.9999970197677612"
"Ghilardi, Giovanni Tommaso, 1800-1873.","ghilardi giovanni tommaso 18001873","{'authorized_name': 'giussani, carlo, 1840-1900', 'author_id': 'A6209'}","0.3926330804824829"
"Fiori, Giorgio, 15th cent.","fiori giorgio 15th cent","{'authorized_name': 'joachim, of fiore, approximately 1132-1202', 'author_id': 'A4727'}","0.35602232813835144"
"Sigonio, Carlo, 1524?-1584.","sigonio carlo 15241584","{'authorized_name': 'sigonio, carlo, 1524?-1584', 'author_id': 'A3778'}","0.9999819993972778"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Thomas, Aquinas, Saint, 1225?-1274.","thomas aquinas saint 12251274","{'authorized_name': 'thomas, aquinas, saint', 'author_id': 'A4997'}","0.9999904632568359"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Hohlenberg, Matthias Haquinus, 1797-1845.","hohlenberg matthias haquinus 17971845","{'authorized_name': 'schöpper, jacob, -1554', 'author_id': 'A3828'}","0.20702670514583588"
"Gombert, Albert.","gombert albert","{'authorized_name': ""alembert, jean le rond d', 1717-1783"", 'author_id': 'A4120'}","0.501116156578064"
"Lilie, Ernst Gottfried.","lilie ernst gottfried","{'authorized_name': 'lilienthal, michael, 1686-1750', 'author_id': 'A3909'}","0.17346099019050598"
"Göring, August.","goring august","{'authorized_name': 'tünger, augustin', 'author_id': 'A4718'}","0.9384311437606812"
"Grysar, Karl Joseph, 1801-1856.","grysar karl joseph 18011856","{'authorized_name': 'graevius, joannes georgius, 1632-1703', 'author_id': 'A6032'}","0.16272008419036865"
"Gustafsson, Fridolf Vladimir.","gustafsson fridolf vladimir","{'authorized_name': 'türk, gustav, 1870-1914', 'author_id': 'A6284'}","0.5327625870704651"
"Hinze, Kurt, 1876-","hinze kurt 1876","{'authorized_name': 'hildebrandt, paul, 18..-19..', 'author_id': 'A6222'}","0.3068625032901764"
"Steno, Nicolaus, 1638-1686.","steno nicolaus 16381686","{'authorized_name': 'stenzel, gustav adolf harald, 1792-1854', 'author_id': 'A3354'}","0.938391923904419"
"St. Andrews (Diocese)","st andrews diocese","{'authorized_name': 'stephanus, antiochenus, active 1127', 'author_id': 'A4482'}","0.23656940460205078"
"Glasgow (Scotland). St. Mary and St. Anne (Collegiate church)","glasgow scotland st mary and st anne collegiate church","{'authorized_name': 'segovia, juan de, 1393-1458', 'author_id': 'A4345'}","0.5233556032180786"
"Unknown","unknown","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Joecher, Christian Gottlieb.","joecher christian gottlieb","{'authorized_name': 'schermann, theodor, 1878-1922', 'author_id': 'A6273'}","0.1306452453136444"
"Niemeyer, Godfrey Ernst.","niemeyer godfrey ernst","{'authorized_name': 'nauck, c. w. (carl wilhelm), 1813-', 'author_id': 'A3236'}","0.12872391939163208"
"Quintilian.","quintilian","{'authorized_name': 'quintilian', 'author_id': 'A5545'}","0.9999827146530151"
"Virgil.","virgil","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9998739957809448"
