"author","deterministic_author","fuzzy_author","fuzzy_author_score","distilbert_author","distilbert_author_score"
"Virgilio Marón, Publio, 70-19 a. C.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9999865293502808"
"Virgilio Marón, Publio, 70-19 a. C.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9999865293502808"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9473684210526316","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999855756759644"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9473684210526316","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999855756759644"
"Horacio Flaco, Quinto, 65-8 a. C.","","","0.0","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.8038725852966309"
"Horacio Flaco, Quinto, 65-8 a. C.","","","0.0","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.8038725852966309"
"Virgilio Marón, Publio, 70-19 a. C.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9999865293502808"
"Virgilio Marón, Publio, 70-19 a. C.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9999865293502808"
"Virgilio Marón, Publio, 70-19 a. C.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9999865293502808"
"Emmius, Ubbo, 1547-1625","","","0.0","{'authorized_name': 'embrico, of mainz', 'author_id': 'A5327'}","0.6653459072113037"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9473684210526316","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999855756759644"
"Lucrecio Caro, Tito.","","","0.0","{'authorized_name': 'lucretius carus, titus', 'author_id': 'A5001'}","0.9980905652046204"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Lasena, Pietro 1590-1636.","","","0.0","{'authorized_name': 'lascaris, janus, 1445?-1535', 'author_id': 'A6150'}","0.9404252171516418"
"Jacques de Vitry, 1170?-1240.","{'authorized_name': 'jacques, de vitry, 1170-1240', 'author_id': 'A4369'}","{'authorized_name': 'jacques, de vitry, 1170-1240', 'author_id': 'A4369'}","1.0","{'authorized_name': 'jacques, de vitry, 1170-1240', 'author_id': 'A4369'}","0.9999948740005493"
"Arthus, Gotthard.","","","0.0","{'authorized_name': 'bergomas, andreas', 'author_id': 'A4346'}","0.12551578879356384"
"Arthus, Gotthard.","","","0.0","{'authorized_name': 'bergomas, andreas', 'author_id': 'A4346'}","0.12551578879356384"
"Pfanner, Tobias 1641-1716.","","","0.0","{'authorized_name': 'pufendorf, samuel, freiherr von, 1632-1694', 'author_id': 'A3714'}","0.7594642043113708"
"Vergilio, Polidoro.","","{'authorized_name': 'vergil, polydore, 1470?-1555', 'author_id': 'A3762'}","0.9090909090909091","{'authorized_name': 'vergil, polydore, 1470?-1555', 'author_id': 'A3762'}","0.9994866847991943"
"Arthus, Gotthard.","","","0.0","{'authorized_name': 'bergomas, andreas', 'author_id': 'A4346'}","0.12551578879356384"
"Arthus, Gotthard.","","","0.0","{'authorized_name': 'bergomas, andreas', 'author_id': 'A4346'}","0.12551578879356384"
"Tarsia, Pablo Antonio de.","","","0.0","{'authorized_name': 'tarillon, françois, 1666-1735', 'author_id': 'A3766'}","0.4084986448287964"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Anjos, Luis dos, (O.S.A.)","","","0.0","{'authorized_name': 'lucian, of antioch, saint, -312', 'author_id': 'A3126'}","0.5330232381820679"
"Argenterio, Giovanni.","","","0.0","{'authorized_name': 'arnaldus, de villanova, -1311', 'author_id': 'A5476'}","0.7955132126808167"
"Argenterio, Giovanni.","","","0.0","{'authorized_name': 'arnaldus, de villanova, -1311', 'author_id': 'A5476'}","0.7955132126808167"
"Malpighi, Marcello, 1628-1694.","","","0.0","{'authorized_name': ""de' bambaglioli, graziolo, approximately 1291-approximately 1340"", 'author_id': 'A5714'}","0.649165153503418"
"Vallés, Francisco, 1524-1592.","","","0.0","{'authorized_name': 'valla, lorenzo, 1407-1457', 'author_id': 'A3786'}","0.9569180607795715"
"Zaccagni, Lelio, 1595-1678.","","","0.0","{'authorized_name': 'zamberti, bartolomeo, active 1500', 'author_id': 'A2950'}","0.43229955434799194"
"Augenio, Orazio","","","0.0","{'authorized_name': 'vegetius renatus, flavius', 'author_id': 'A4794'}","0.618152379989624"
"Magatus, Cesar.","","","0.0","{'authorized_name': 'cesariano, cesare, 1483-1543', 'author_id': 'A5994'}","0.7323704957962036"
"Magatus, Cesar.","","","0.0","{'authorized_name': 'cesariano, cesare, 1483-1543', 'author_id': 'A5994'}","0.7323704957962036"
"Foreest, Pieter van.","","","0.0","{'authorized_name': 'nannius, petrus, 1500-1557', 'author_id': 'A3896'}","0.44334691762924194"
"Foreest, Pieter van.","","","0.0","{'authorized_name': 'nannius, petrus, 1500-1557', 'author_id': 'A3896'}","0.44334691762924194"
"Foreest, Pieter van.","","","0.0","{'authorized_name': 'nannius, petrus, 1500-1557', 'author_id': 'A3896'}","0.44334691762924194"
"Foreest, Pieter van.","","","0.0","{'authorized_name': 'nannius, petrus, 1500-1557', 'author_id': 'A3896'}","0.44334691762924194"
"Schenck von Grafenberg, Johannes.","","","0.0","{'authorized_name': 'cochlaeus, johannes, 1479-1552', 'author_id': 'A4316'}","0.1498684585094452"
"Canepari, Pietro Maria","","","0.0","{'authorized_name': 'cancianini, gian domenico 1547-1630', 'author_id': 'A3017'}","0.7505927681922913"
"Weidenfeld, Johann Seger.","","","0.0","{'authorized_name': 'weitzius, johannes, 1576-1642', 'author_id': 'A6018'}","0.9746154546737671"
"Du Laurens, André","","","0.0","{'authorized_name': 'laurent, m.-h. (marie-hyacinthe), 1906-1968', 'author_id': 'A3313'}","0.36295101046562195"
"Fabricius, ab Aquapendente, ca. 1533-1619.","","","0.0","{'authorized_name': 'fabricius, georg, 1516-1571', 'author_id': 'A4033'}","0.5231526494026184"
"Alpino, Prospero, 1553-1617.","","","0.0","{'authorized_name': ""benzo, d'alessandria, active 1300-1330"", 'author_id': 'A4311'}","0.31580671668052673"
"Castro, Estêvão Rodrigues de, 1559-1638.","","","0.0","{'authorized_name': 'hugh, de novo castro, active 1320', 'author_id': 'A3856'}","0.7931329607963562"
"Le Boe, Franz de 1614-1672.","","","0.0","{'authorized_name': 'boece, hector, 1465?-1536', 'author_id': 'A4079'}","0.5295572876930237"
"Chesneau, Nicolas.","","","0.0","{'authorized_name': 'wessner, paul, 1870-1933', 'author_id': 'A3459'}","0.1728687733411789"
"Huxham, John, 1692-1768.","","","0.0","{'authorized_name': 'john, of hexham, active 1180', 'author_id': 'A3744'}","0.9120075702667236"
"Huxham, John, 1692-1768.","","","0.0","{'authorized_name': 'john, of hexham, active 1180', 'author_id': 'A3744'}","0.9120075702667236"
"Palingeni, Marcello.","","","0.0","{'authorized_name': 'palingenio stellato, marcello, approximately 1500-approximately 1543', 'author_id': 'A3887'}","0.9998878240585327"
"Brasavola, Antonio Musa, 1500-1555.","{'authorized_name': 'brasavola, a. m. (antonio musa)', 'author_id': 'A5459'}","{'authorized_name': 'brasavola, a. m. (antonio musa)', 'author_id': 'A5459'}","1.0","{'authorized_name': 'brasavola, a. m. (antonio musa)', 'author_id': 'A5459'}","0.9999929666519165"
"Scarella, Giovanni Battista, (C.R.)","","","0.0","{'authorized_name': 'baptista, mantuanus, 1448-1516', 'author_id': 'A3892'}","0.27907711267471313"
"Newton, Isaac. Sir, 1642-1727.","","{'authorized_name': 'newton, isaac', 'author_id': 'A4713'}","1.0","{'authorized_name': 'newton, isaac', 'author_id': 'A4713'}","0.9999905824661255"
"Freind, John, 1675-1728.","","","0.0","{'authorized_name': 'freinsheim, johann, 1608-1660', 'author_id': 'A6025'}","0.5423155426979065"
"Riviere, Lazare, 1589-1655.","","","0.0","{'authorized_name': 'johannes, de rupescissa, approximately 1300-approximately 1365', 'author_id': 'A5623'}","0.6080485582351685"
"Ettmüller, Michael, 1644-1683","","","0.0","{'authorized_name': 'müller, lucian, 1836-1898', 'author_id': 'A3448'}","0.6902154684066772"
"Ettmüller, Michael, 1644-1683","","","0.0","{'authorized_name': 'müller, lucian, 1836-1898', 'author_id': 'A3448'}","0.6902154684066772"
"Ettmüller, Michael, 1644-1683","","","0.0","{'authorized_name': 'müller, lucian, 1836-1898', 'author_id': 'A3448'}","0.6902154684066772"
"Le Boe, Franz de 1614-1672.","","","0.0","{'authorized_name': 'boece, hector, 1465?-1536', 'author_id': 'A4079'}","0.5295572876930237"
"Dolaus, Johann, 1651-1707.","","","0.0","{'authorized_name': 'does, johan van der 1545-1604', 'author_id': 'A4014'}","0.6131541728973389"
"Duret, Louis, 1527-1586.","","","0.0","{'authorized_name': 'duranti, william, -1330?', 'author_id': 'A4359'}","0.6936097741127014"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Hoffmann, Friedrich, 1660-1742.","","","0.0","{'authorized_name': 'hoffmann, christian gottfried, 1692-1735', 'author_id': 'A3377'}","0.9995185136795044"
"Mazini, Giovanni Battista.","","","0.0","{'authorized_name': 'dati, leonardo, 1408-1472', 'author_id': 'A3059'}","0.3201582133769989"
"Magnol, Pierre, 1638-1715.","","","0.0","{'authorized_name': 'petrus, comestor', 'author_id': 'A4995'}","0.1829177439212799"
"Lecchi, Giovanni Antonio.","","","0.0","{'authorized_name': 'colucci, benedetto, -1515', 'author_id': 'A4005'}","0.3390083312988281"
"Morgagni, Giambattista, 1682-1771.","","","0.0","{'authorized_name': 'moses, of bergamo', 'author_id': 'A4991'}","0.309906005859375"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9473684210526316","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999855756759644"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9473684210526316","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999855756759644"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Valerio Flaco, Cayo.","","","0.0","{'authorized_name': 'valerius flaccus, gaius', 'author_id': 'A4806'}","0.9999076128005981"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9473684210526316","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999855756759644"
"Tomás de Aquino, Santo, 1225?-1274.","","","0.0","{'authorized_name': 'thomas, aquinas, saint', 'author_id': 'A4997'}","0.9980997443199158"
"Tomás de Aquino, Santo, 1225?-1274","","","0.0","{'authorized_name': 'thomas, aquinas, saint', 'author_id': 'A4997'}","0.9980352520942688"
"Tomás de Aquino, Santo, 1225?-1274","","","0.0","{'authorized_name': 'thomas, aquinas, saint', 'author_id': 'A4997'}","0.9980352520942688"
"Tomás de Aquino, Santo, 1225?-1274","","","0.0","{'authorized_name': 'thomas, aquinas, saint', 'author_id': 'A4997'}","0.9980352520942688"
"Tomás de Aquino, Santo, 1225?-1274","","","0.0","{'authorized_name': 'thomas, aquinas, saint', 'author_id': 'A4997'}","0.9980352520942688"
"Tomás de Aquino, Santo, 1225?-1274","","","0.0","{'authorized_name': 'thomas, aquinas, saint', 'author_id': 'A4997'}","0.9980352520942688"
"Plauto, Tito Maccio, ca. 251-ca. 184 a.C.","","","0.0","{'authorized_name': 'plautus, titus maccius', 'author_id': 'A4895'}","0.9999977350234985"
"Lipsius, Justus, 1547-1606.","{'authorized_name': 'lipsius, justus, 1547-1606', 'author_id': 'A4194'}","{'authorized_name': 'lipsius, justus, 1547-1606', 'author_id': 'A4194'}","1.0","{'authorized_name': 'lipsius, justus, 1547-1606', 'author_id': 'A4194'}","0.9999904632568359"
"Suárez, Cipriano, (S.I.), 1524-1593","","","0.0","{'authorized_name': 'suárez, francisco, 1548-1617', 'author_id': 'A4125'}","0.996809184551239"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9473684210526316","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999855756759644"
"Virgilio Marón, Publio, 70-19 a. C.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9999865293502808"
"Morel, Frederic.","","","0.0","{'authorized_name': 'morena, otto', 'author_id': 'A5514'}","0.6769130229949951"
"Leonico Tomeo, Niccolo.","","","0.0","{'authorized_name': 'leontius, bishop of neapolis', 'author_id': 'A5057'}","0.3043404519557953"
"Baerland, Adriaan van.","","","0.0","{'authorized_name': 'baerle, caspar van, 1584-1648', 'author_id': 'A4128'}","0.7077198624610901"
"Arthus, Gotthard.","","","0.0","{'authorized_name': 'bergomas, andreas', 'author_id': 'A4346'}","0.12551578879356384"
